"participant_id","current_trial_object","pre_trial_object","post_trial_object","current_trial_accuracy","pre_trial_accuracy","post_trial_accuracy","current_trial_congruency","pre_trial_congruency","post_trial_congruency","current_trial_rt","pre_trial_rt","post_trial_rt","current_trial_responded","pre_trial_responded","post_trial_responded","current_trial_legitResponse","pre_trial_legitResponse","post_trial_legitResponse","current_trial_resp_nums","pre_trial_resp_nums","post_trial_resp_nums"
"260031","img/object_images/clock02.jpg",NA,"img/object_images/chess_piece02.jpg","1",NA,"1","0",NA,"1","0.741885200026445",NA,"0.477467100019567","1",NA,"1","1",NA,"1","1",NA,"1"
"260031","img/object_images/chess_piece02.jpg","img/object_images/clock02.jpg","img/object_images/pitcher01.jpg","1","1","1","1","0","0","0.477467100019567","0.741885200026445","0.548136799945496","1","1","1","1","1","1","1","1","1"
"260031","img/object_images/pitcher01.jpg","img/object_images/chess_piece02.jpg","img/object_images/motorcycle01.jpg","1","1","1","0","1","1","0.548136799945496","0.477467100019567","0.545849999994971","1","1","1","1","1","1","1","1","1"
"260031","img/object_images/motorcycle01.jpg","img/object_images/pitcher01.jpg","img/object_images/Oven01.jpg","1","1","1","1","0","1","0.545849999994971","0.548136799945496","0.358808399992995","1","1","1","1","1","1","1","1","1"
"260031","img/object_images/Oven01.jpg","img/object_images/motorcycle01.jpg","img/object_images/wire02.jpg","1","1","1","1","1","1","0.358808399992995","0.545849999994971","0.41048810002394","1","1","1","1","1","1","1","1","1"
"260031","img/object_images/wire02.jpg","img/object_images/Oven01.jpg","img/object_images/lid01.jpg","1","1","1","1","1","1","0.41048810002394","0.358808399992995","0.468809900106862","1","1","1","1","1","1","1","1","1"
"260031","img/object_images/lid01.jpg","img/object_images/wire02.jpg","img/object_images/floppy_disk02.jpg","1","1","1","1","1","0","0.468809900106862","0.41048810002394","0.564725999953225","1","1","1","1","1","1","1","1","1"
"260031","img/object_images/floppy_disk02.jpg","img/object_images/lid01.jpg","img/object_images/Staples01.jpg","1","1","1","0","1","1","0.564725999953225","0.468809900106862","0.480532300076447","1","1","1","1","1","1","1","1","1"
"260031","img/object_images/Staples01.jpg","img/object_images/floppy_disk02.jpg","img/object_images/clip03.jpg","1","1","1","1","0","0","0.480532300076447","0.564725999953225","0.402312699938193","1","1","1","1","1","1","1","1","1"
"260031","img/object_images/clip03.jpg","img/object_images/Staples01.jpg","img/object_images/crutches02.jpg","1","1","1","0","1","0","0.402312699938193","0.480532300076447","0.536215399974026","1","1","1","1","1","1","1","1","1"
"260031","img/object_images/crutches02.jpg","img/object_images/clip03.jpg","img/object_images/hammer03.jpg","1","1","1","0","0","1","0.536215399974026","0.402312699938193","0.384438600041904","1","1","1","1","1","1","1","1","1"
"260031","img/object_images/hammer03.jpg","img/object_images/crutches02.jpg","img/object_images/tv02.jpg","1","1","1","1","0","0","0.384438600041904","0.536215399974026","0.485962000093423","1","1","1","1","1","1","1","1","1"
"260031","img/object_images/tv02.jpg","img/object_images/hammer03.jpg","img/object_images/ear_bud01.jpg","1","1","1","0","1","1","0.485962000093423","0.384438600041904","0.424585700035095","1","1","1","1","1","1","1","1","1"
"260031","img/object_images/ear_bud01.jpg","img/object_images/tv02.jpg","img/object_images/retainer01.jpg","1","1","1","1","0","0","0.424585700035095","0.485962000093423","0.458486600080505","1","1","1","1","1","1","1","1","1"
"260031","img/object_images/retainer01.jpg","img/object_images/ear_bud01.jpg","img/object_images/paint_brush04.jpg","1","1","0","0","1","0","0.458486600080505","0.424585700035095",NA,"1","1","0","1","1","0","1","1","0"
"260031","img/object_images/paint_brush04.jpg","img/object_images/retainer01.jpg","img/object_images/microscope01.jpg","0","1","1","0","0","0",NA,"0.458486600080505","0.455166899948381","0","1","1","0","1","1","0","1","1"
"260031","img/object_images/microscope01.jpg","img/object_images/paint_brush04.jpg","img/object_images/chair05.jpg","1","0","1","0","0","0","0.455166899948381",NA,"0.641624800045975","1","0","1","1","0","1","1","0","1"
"260031","img/object_images/chair05.jpg","img/object_images/microscope01.jpg","img/object_images/usb02.jpg","1","1","1","0","0","0","0.641624800045975","0.455166899948381","0.483692400041036","1","1","1","1","1","1","1","1","1"
"260031","img/object_images/usb02.jpg","img/object_images/chair05.jpg","img/object_images/tennis_racket02.jpg","1","1","1","0","0","1","0.483692400041036","0.641624800045975","0.436889500007965","1","1","1","1","1","1","1","1","1"
"260031","img/object_images/tennis_racket02.jpg","img/object_images/usb02.jpg","img/object_images/bottle01.jpg","1","1","1","1","0","0","0.436889500007965","0.483692400041036","0.446696900064126","1","1","1","1","1","1","1","1","1"
"260031","img/object_images/bottle01.jpg","img/object_images/tennis_racket02.jpg","img/object_images/bell02.jpg","1","1","1","0","1","0","0.446696900064126","0.436889500007965","0.481820000102744","1","1","1","1","1","1","1","1","1"
"260031","img/object_images/bell02.jpg","img/object_images/bottle01.jpg","img/object_images/knit05.jpg","1","1","1","0","0","1","0.481820000102744","0.446696900064126","0.391245899954811","1","1","1","1","1","1","1","1","1"
"260031","img/object_images/knit05.jpg","img/object_images/bell02.jpg","img/object_images/pillows01.jpg","1","1","1","1","0","1","0.391245899954811","0.481820000102744","0.423688500071876","1","1","1","1","1","1","1","1","1"
"260031","img/object_images/pillows01.jpg","img/object_images/knit05.jpg","img/object_images/Thermometer01.jpg","1","1","1","1","1","0","0.423688500071876","0.391245899954811","0.528309499961324","1","1","1","1","1","1","1","1","1"
"260031","img/object_images/Thermometer01.jpg","img/object_images/pillows01.jpg","img/object_images/floppy_disk03.jpg","1","1","1","0","1","1","0.528309499961324","0.423688500071876","0.408765300060622","1","1","1","1","1","1","1","1","1"
"260031","img/object_images/floppy_disk03.jpg","img/object_images/Thermometer01.jpg","img/object_images/compass01.jpg","1","1","1","1","0","1","0.408765300060622","0.528309499961324","0.438328000018373","1","1","1","1","1","1","1","1","1"
"260031","img/object_images/compass01.jpg","img/object_images/floppy_disk03.jpg","img/object_images/knife04.jpg","1","1","1","1","1","1","0.438328000018373","0.408765300060622","0.457887800061144","1","1","1","1","1","1","1","1","1"
"260031","img/object_images/knife04.jpg","img/object_images/compass01.jpg","img/object_images/note_book01.jpg","1","1","1","1","1","0","0.457887800061144","0.438328000018373","0.436316999956034","1","1","1","1","1","1","1","1","1"
"260031","img/object_images/note_book01.jpg","img/object_images/knife04.jpg","img/object_images/cellphone01.jpg","1","1","1","0","1","1","0.436316999956034","0.457887800061144","0.428693699999712","1","1","1","1","1","1","1","1","1"
"260031","img/object_images/cellphone01.jpg","img/object_images/note_book01.jpg","img/object_images/book03.jpg","1","1","1","1","0","1","0.428693699999712","0.436316999956034","0.408244500053115","1","1","1","1","1","1","1","1","1"
"260031","img/object_images/book03.jpg","img/object_images/cellphone01.jpg","img/object_images/pen03.jpg","1","1","1","1","1","0","0.408244500053115","0.428693699999712","0.468083100044168","1","1","1","1","1","1","1","1","1"
"260031","img/object_images/pen03.jpg","img/object_images/book03.jpg",NA,"1","1",NA,"0","1",NA,"0.468083100044168","0.408244500053115",NA,"1","1",NA,"1","1",NA,"1","1",NA
"260031","img/object_images/purse01.jpg",NA,"img/object_images/TrashCan02.jpg","1",NA,"1","1",NA,"1","0.441675800015219",NA,"0.352062599966303","1",NA,"1","1",NA,"1","1",NA,"1"
"260031","img/object_images/TrashCan02.jpg","img/object_images/purse01.jpg","img/object_images/glasses06.jpg","1","1","1","1","1","1","0.352062599966303","0.441675800015219","0.399798500002362","1","1","1","1","1","1","1","1","1"
