"participant_id","object","surpAcc","memory_surp_responses","memory_surp_rt","keep_surp_memory_trial_based_on_rt","surp_block_num","exclude_block","number_of_surp_resp_items_used","num_blocks_excluded"
"260065","img/object_images/knife01.jpg","1","s","3.61457910000172",1,1,0,2,0
"260065","img/object_images/jewel04.jpg","1","s","1.59989559999667",1,1,0,2,0
"260065","img/object_images/book03.jpg","1","k","1.57199679999758",1,1,0,2,0
"260065","img/object_images/Thermometer01.jpg","0","s","3.29918399999588",1,1,0,2,0
"260065","img/object_images/microphone03.jpg","1","k","2.48061929999676",1,1,0,2,0
"260065","img/object_images/broom01.jpg","1","k","1.53839339999831",1,1,0,2,0
"260065","img/object_images/sink01.jpg","1","s","3.10941670000466",1,1,0,2,0
"260065","img/object_images/bird_house02.jpg","1","s","1.89576010000019",1,1,0,2,0
"260065","img/object_images/bow_tie01.jpg","1","s","2.19046759999765",1,1,0,2,0
"260065","img/object_images/matches02.jpg","1","s","1.51426080000238",1,1,0,2,0
"260065","img/object_images/fan01.jpg","1","k","1.92068969999673",1,1,0,2,0
"260065","img/object_images/pot01.jpg","1","k","3.23651789999712",1,1,0,2,0
"260065","img/object_images/shower_head01.jpg","1","k","1.15731669999514",1,1,0,2,0
"260065","img/object_images/pitcher02.jpg","1","s","1.4214287000068",1,1,0,2,0
"260065","img/object_images/bow_tie03.jpg","1","k","1.87851539999974",1,1,0,2,0
"260065","img/object_images/knit05.jpg","1","k","0.98731179999595",1,1,0,2,0
"260065","img/object_images/video_game02.jpg","1","s","2.23182680000173",1,1,0,2,0
"260065","img/object_images/knife02.jpg","1","k","1.26511709999613",1,1,0,2,0
"260065","img/object_images/purse04.jpg","1","k","1.64400770000066",1,1,0,2,0
"260065","img/object_images/brief_case02.jpg","0","s","1.11166319999757",1,1,0,2,0
"260065","img/object_images/bottle05.jpg","0","s","2.12680510000064",1,1,0,2,0
"260065","img/object_images/razor01.jpg","1","s","1.27454799999396",1,1,0,2,0
"260065","img/object_images/accardion01.jpg","1","s","3.32937469999888",1,1,0,2,0
"260065","img/object_images/perfume02.jpg","1","k","1.45782499999768",1,1,0,2,0
"260065","img/object_images/MetalWire01.jpg","0","s","1.47750870000164",1,1,0,2,0
"260065","img/object_images/mask01.jpg","1","k","2.94386400000076",1,1,0,2,0
"260065","img/object_images/crown02.jpg","1","k","1.86381879999681",1,1,0,2,0
"260065","img/object_images/ruler02.jpg","0","s","2.08249789999536",1,1,0,2,0
"260065","img/object_images/toaster01.jpg","0","k","2.21995130000141",1,1,0,2,0
"260065","img/object_images/boat04.jpg","0","s","1.96953760000179",1,1,0,2,0
"260065","img/object_images/flashlight03.jpg","0","s","1.69696000000113",1,1,0,2,0
"260065","img/object_images/key02.jpg","1","s","2.06983640000544",1,1,0,2,0
"260065","img/object_images/cellphone03.jpg","1","k","1.98082080000313",1,1,0,2,0
"260065","img/object_images/hair_brush02.jpg","1","s","1.25911379999889",1,1,0,2,0
"260065","img/object_images/tv01.jpg","1","s","2.49996640000609",1,1,0,2,0
"260065","img/object_images/scarf01.jpg","1","s","1.38119790000201",1,1,0,2,0
"260065","img/object_images/WoodBox01.jpg","1","k","0.939748799995868",1,1,0,2,0
"260065","img/object_images/Traffic Sign 01.jpg","1","s","1.12341200000083",1,1,0,2,0
"260065","img/object_images/guitar02.jpg","0","k","1.34806659999595",1,1,0,2,0
"260065","img/object_images/ToolBag01.jpg","1","s","1.16560990000289",1,1,0,2,0
"260065","img/object_images/Lint_Roller02.jpg","0","k","1.07223599999998",1,1,0,2,0
"260065","img/object_images/knife04.jpg","1","s","1.23516630000086",1,1,0,2,0
"260065","img/object_images/ornament01.jpg","0","s","3.95462279999629",1,1,0,2,0
"260065","img/object_images/dress03.jpg","0","s","1.20244109999476",1,1,0,2,0
"260065","img/object_images/vase01.jpg","1","s","2.21460559999832",1,1,0,2,0
"260065","img/object_images/Vest02.jpg","1","k","1.32425309999962",1,1,0,2,0
"260065","img/object_images/pen03.jpg","1","s","1.45751519999612",1,1,0,2,0
"260065","img/object_images/clip02.jpg","1","s","1.77218260000518",1,1,0,2,0
"260065","img/object_images/dice01.jpg","1","s","0.818306300003314",1,2,0,2,0
"260065","img/object_images/hat13.jpg","0","k","1.27080570000544",1,2,0,2,0
"260065","img/object_images/trash_can05.jpg","1","s","1.62660440000036",1,2,0,2,0
"260065","img/object_images/note_book02.jpg","1","s","1.06802039999457",1,2,0,2,0
"260065","img/object_images/robe01.jpg","0","s","1.04911090000678",1,2,0,2,0
"260065","img/object_images/glasses03.jpg","1","k","0.881620399995882",1,2,0,2,0
"260065","img/object_images/tool11.jpg","1","k","2.28465449999931",1,2,0,2,0
"260065","img/object_images/boat_toy10.jpg","1","s","0.907445000004373",1,2,0,2,0
"260065","img/object_images/Witchhat01.jpg","1","s","0.762570900005812",1,2,0,2,0
"260065","img/object_images/microscope01.jpg","0","k","1.91987239999435",1,2,0,2,0
"260065","img/object_images/toothbrush01.jpg","1","s","0.847316499995941",1,2,0,2,0
"260065","img/object_images/crutches02.jpg","0","s","1.21759569999995",1,2,0,2,0
"260065","img/object_images/ironing_table01.jpg","1","s","1.40823809999711",1,2,0,2,0
"260065","img/object_images/tripod01.jpg","1","s","0.789595999995072",1,2,0,2,0
"260065","img/object_images/wallet02.jpg","1","s","2.21471829999791",1,2,0,2,0
"260065","img/object_images/ice_tray03.jpg","1","k","1.2978707000002",1,2,0,2,0
"260065","img/object_images/pen05.jpg","1","s","1.00411720000557",1,2,0,2,0
"260065","img/object_images/bath_tub01.jpg","1","k","1.59633900000335",1,2,0,2,0
