"participant_id","current_trial_object","pre_trial_object","post_trial_object","current_trial_accuracy","pre_trial_accuracy","post_trial_accuracy","current_trial_congruency","pre_trial_congruency","post_trial_congruency","current_trial_rt","pre_trial_rt","post_trial_rt","current_trial_responded","pre_trial_responded","post_trial_responded","current_trial_legitResponse","pre_trial_legitResponse","post_trial_legitResponse","current_trial_resp_nums","pre_trial_resp_nums","post_trial_resp_nums"
"260027","img/object_images/tripod01.jpg",NA,"img/object_images/airfryer02.jpg","1",NA,"0","1",NA,"1","0.603757800068706",NA,"0.777499799965881","1",NA,"1","1",NA,"1","1",NA,"1"
"260027","img/object_images/airfryer02.jpg","img/object_images/tripod01.jpg","img/object_images/scarf01.jpg","0","1","1","1","1","1","0.777499799965881","0.603757800068706","0.609083799994551","1","1","1","1","1","1","1","1","1"
"260027","img/object_images/scarf01.jpg","img/object_images/airfryer02.jpg","img/object_images/fork02.jpg","1","0","1","1","1","0","0.609083799994551","0.777499799965881","0.556863399920985","1","1","1","1","1","1","1","1","1"
"260027","img/object_images/fork02.jpg","img/object_images/scarf01.jpg","img/object_images/hair_brush01.jpg","1","1","1","0","1","1","0.556863399920985","0.609083799994551","0.436414299998432","1","1","1","1","1","1","1","1","1"
"260027","img/object_images/hair_brush01.jpg","img/object_images/fork02.jpg","img/object_images/pen01.jpg","1","1","1","1","0","0","0.436414299998432","0.556863399920985","0.68885809998028","1","1","1","1","1","1","1","1","1"
"260027","img/object_images/pen01.jpg","img/object_images/hair_brush01.jpg","img/object_images/pitcher09.jpg","1","1","1","0","1","1","0.68885809998028","0.436414299998432","0.579369499930181","1","1","1","1","1","1","1","1","1"
"260027","img/object_images/pitcher09.jpg","img/object_images/pen01.jpg","img/object_images/bell03.jpg","1","1","1","1","0","0","0.579369499930181","0.68885809998028","0.630423500086181","1","1","1","1","1","1","1","1","1"
"260027","img/object_images/bell03.jpg","img/object_images/pitcher09.jpg","img/object_images/floss02.jpg","1","1","1","0","1","1","0.630423500086181","0.579369499930181","1.01398930000141","1","1","1","1","1","1","1","1","1"
"260027","img/object_images/floss02.jpg","img/object_images/bell03.jpg","img/object_images/skate_board01.jpg","1","1","1","1","0","0","1.01398930000141","0.630423500086181","0.666780600091442","1","1","1","1","1","1","1","1","1"
"260027","img/object_images/skate_board01.jpg","img/object_images/floss02.jpg","img/object_images/video_game03.jpg","1","1","1","0","1","1","0.666780600091442","1.01398930000141","0.514980499981903","1","1","1","1","1","1","1","1","1"
"260027","img/object_images/video_game03.jpg","img/object_images/skate_board01.jpg","img/object_images/shoes12.jpg","1","1","1","1","0","1","0.514980499981903","0.666780600091442","0.905985299963504","1","1","1","1","1","1","1","1","1"
"260027","img/object_images/shoes12.jpg","img/object_images/video_game03.jpg","img/object_images/bag_pipes01.jpg","1","1","1","1","1","1","0.905985299963504","0.514980499981903","0.5201777999755","1","1","1","1","1","1","1","1","1"
"260027","img/object_images/bag_pipes01.jpg","img/object_images/shoes12.jpg","img/object_images/rock02.jpg","1","1","1","1","1","0","0.5201777999755","0.905985299963504","0.558310399996117","1","1","1","1","1","1","1","1","1"
"260027","img/object_images/rock02.jpg","img/object_images/bag_pipes01.jpg","img/object_images/couch01.jpg","1","1","1","0","1","0","0.558310399996117","0.5201777999755","0.664693100028671","1","1","1","1","1","1","1","1","1"
"260027","img/object_images/couch01.jpg","img/object_images/rock02.jpg","img/object_images/toy01.jpg","1","1","1","0","0","1","0.664693100028671","0.558310399996117","0.635370700038038","1","1","1","1","1","1","1","1","1"
"260027","img/object_images/toy01.jpg","img/object_images/couch01.jpg","img/object_images/blender01.jpg","1","1","1","1","0","0","0.635370700038038","0.664693100028671","0.586692200042307","1","1","1","1","1","1","1","1","1"
"260027","img/object_images/blender01.jpg","img/object_images/toy01.jpg","img/object_images/computer_mouse02.jpg","1","1","1","0","1","0","0.586692200042307","0.635370700038038","0.596054699970409","1","1","1","1","1","1","1","1","1"
"260027","img/object_images/computer_mouse02.jpg","img/object_images/blender01.jpg","img/object_images/mail_box02.jpg","1","1","1","0","0","1","0.596054699970409","0.586692200042307","0.699196800007485","1","1","1","1","1","1","1","1","1"
"260027","img/object_images/mail_box02.jpg","img/object_images/computer_mouse02.jpg","img/object_images/computer_mouse01.jpg","1","1","1","1","0","1","0.699196800007485","0.596054699970409","0.85291130002588","1","1","1","1","1","1","1","1","1"
"260027","img/object_images/computer_mouse01.jpg","img/object_images/mail_box02.jpg","img/object_images/drone01.jpg","1","1","1","1","1","1","0.85291130002588","0.699196800007485","0.501942800008692","1","1","1","1","1","1","1","1","1"
"260027","img/object_images/drone01.jpg","img/object_images/computer_mouse01.jpg","img/object_images/Violin01.jpg","1","1","1","1","1","0","0.501942800008692","0.85291130002588","0.587440299917944","1","1","1","1","1","1","1","1","1"
"260027","img/object_images/Violin01.jpg","img/object_images/drone01.jpg","img/object_images/Trowel01.jpg","1","1","1","0","1","0","0.587440299917944","0.501942800008692","0.58637900010217","1","1","1","1","1","1","1","1","1"
"260027","img/object_images/Trowel01.jpg","img/object_images/Violin01.jpg","img/object_images/tool06.jpg","1","1","1","0","0","0","0.58637900010217","0.587440299917944","0.548276099958457","1","1","1","1","1","1","1","1","1"
"260027","img/object_images/tool06.jpg","img/object_images/Trowel01.jpg","img/object_images/box03.jpg","1","1","1","0","0","0","0.548276099958457","0.58637900010217","0.643525400082581","1","1","1","1","1","1","1","1","1"
"260027","img/object_images/box03.jpg","img/object_images/tool06.jpg","img/object_images/book02.jpg","1","1","1","0","0","1","0.643525400082581","0.548276099958457","0.536230800091289","1","1","1","1","1","1","1","1","1"
