"participant_id","object","surpAcc","memory_surp_responses","memory_surp_rt","keep_surp_memory_trial_based_on_rt","surp_block_num","exclude_block","number_of_surp_resp_items_used","num_blocks_excluded"
"260070","img/object_images/bow_tie01.jpg","1","k","2.36540259991307",1,1,0,2,0
"260070","img/object_images/ornament01.jpg","1","k","1.61747189995367",1,1,0,2,0
"260070","img/object_images/perfume02.jpg","1","s","1.17394829995465",1,1,0,2,0
"260070","img/object_images/Vest02.jpg","1","k","1.39204049995169",1,1,0,2,0
"260070","img/object_images/knife01.jpg","1","s","1.43556310003623",1,1,0,2,0
"260070","img/object_images/book03.jpg","1","k","1.2559177998919",1,1,0,2,0
"260070","img/object_images/Thermometer01.jpg","1","s","1.12003830005415",1,1,0,2,0
"260070","img/object_images/purse04.jpg","0","k","2.04029430006631",1,1,0,2,0
"260070","img/object_images/vase01.jpg","0","s","1.72570720000658",1,1,0,2,0
"260070","img/object_images/boat04.jpg","1","k","0.944890700047836",1,1,0,2,0
"260070","img/object_images/accardion01.jpg","0","s","3.88228850008454",1,1,0,2,0
"260070","img/object_images/shower_head01.jpg","1","s","2.64403299998958",1,1,0,2,0
"260070","img/object_images/jewel04.jpg","1","s","1.5113502999302",1,1,0,2,0
"260070","img/object_images/crown02.jpg","1","s","1.48289189999923",1,1,0,2,0
"260070","img/object_images/mask01.jpg","1","s","1.48802370007616",1,1,0,2,0
"260070","img/object_images/fan01.jpg","1","s","1.1971126999706",1,1,0,2,0
"260070","img/object_images/Traffic Sign 01.jpg","1","k","1.36089879996143",1,1,0,2,0
"260070","img/object_images/cellphone03.jpg","1","k","1.20478070003446",1,1,0,2,0
"260070","img/object_images/bow_tie03.jpg","1","k","1.02352729998529",1,1,0,2,0
"260070","img/object_images/ruler02.jpg","0","k","1.65708380006254",1,1,0,2,0
"260070","img/object_images/ToolBag01.jpg","1","s","1.59799829998519",1,1,0,2,0
"260070","img/object_images/bird_house02.jpg","1","k","2.43534159997944",1,1,0,2,0
"260070","img/object_images/knife02.jpg","0","s","3.31646360002924",1,1,0,2,0
"260070","img/object_images/matches02.jpg","1","k","1.17122040002141",1,1,0,2,0
"260070","img/object_images/knife04.jpg","1","k","0.981002500047907",1,1,0,2,0
"260070","img/object_images/dress03.jpg","1","s","1.1522294000024",1,1,0,2,0
"260070","img/object_images/pitcher02.jpg","1","s","1.20220400008839",1,1,0,2,0
"260070","img/object_images/tv01.jpg","1","k","2.14370580005925",1,1,0,2,0
"260070","img/object_images/MetalWire01.jpg","1","s","0.893171999952756",1,1,0,2,0
"260070","img/object_images/Lint_Roller02.jpg","1","s","2.01654479990248",1,1,0,2,0
"260070","img/object_images/microphone03.jpg","0","k","1.19617679994553",1,1,0,2,0
"260070","img/object_images/WoodBox01.jpg","0","s","1.39704690000508",1,1,0,2,0
"260070","img/object_images/flashlight03.jpg","0","k","2.41624289995525",1,1,0,2,0
"260070","img/object_images/pot01.jpg","0","s","3.10016269993503",1,1,0,2,0
"260070","img/object_images/clip02.jpg","0","s","1.72383860009722",1,1,0,2,0
"260070","img/object_images/brief_case02.jpg","1","s","1.78831329999957",1,1,0,2,0
"260070","img/object_images/toaster01.jpg","1","k","1.45879389997572",1,1,0,2,0
"260070","img/object_images/scarf01.jpg","1","s","1.04481079999823",1,1,0,2,0
