"participant_id","object","surpAcc","memory_surp_responses","memory_surp_rt","keep_surp_memory_trial_based_on_rt","surp_block_num","exclude_block","number_of_surp_resp_items_used","num_blocks_excluded"
"260008","img/object_images/tv01.jpg","1","k","1.05570329999318",1,1,0,2,0
"260008","img/object_images/crown02.jpg","0","k","1.04018010001164",1,1,0,2,0
"260008","img/object_images/pot01.jpg","1","s","6.03978599997936",1,1,0,2,0
"260008","img/object_images/dress03.jpg","0","s","6.33562619995791",1,1,0,2,0
"260008","img/object_images/broom01.jpg","0","s","1.43591110000852",1,1,0,2,0
"260008","img/object_images/sink01.jpg","1","k","1.40494400000898",1,1,0,2,0
"260008","img/object_images/purse04.jpg","0","s","1.21001809998415",1,1,0,2,0
"260008","img/object_images/toaster01.jpg","1","s","0.798185600026045",1,1,0,2,0
"260008","img/object_images/video_game02.jpg","1","k","1.1598004999687",1,1,0,2,0
"260008","img/object_images/Vest02.jpg","1","s","2.25430680002319",1,1,0,2,0
"260008","img/object_images/scarf01.jpg","1","s","0.704822500003502",1,1,0,2,0
"260008","img/object_images/ruler02.jpg","1","s","1.264042099996",1,1,0,2,0
"260008","img/object_images/guitar02.jpg","1","k","1.01631949999137",1,1,0,2,0
"260008","img/object_images/pen03.jpg","0","s","0.872065699950326",1,1,0,2,0
"260008","img/object_images/Thermometer01.jpg","1","k","1.13967110001249",1,1,0,2,0
"260008","img/object_images/key02.jpg","1","s","0.771326299989596",1,1,0,2,0
"260008","img/object_images/microphone03.jpg","0","s","6.60072370001581",1,1,0,2,0
"260008","img/object_images/Traffic Sign 01.jpg","1","k","1.1637955000042",1,1,0,2,0
"260008","img/object_images/bow_tie03.jpg","0","s","1.48236330004875",1,1,0,2,0
"260008","img/object_images/Lint_Roller02.jpg","0","s","1.03710880002473",1,1,0,2,0
"260008","img/object_images/mask01.jpg","1","k","1.27491269999882",1,1,0,2,0
"260008","img/object_images/ornament01.jpg","0","s","0.871388800034765",1,1,0,2,0
"260008","img/object_images/knife04.jpg","1","s","0.798320000001695",1,1,0,2,0
"260008","img/object_images/bow_tie01.jpg","0","k","2.27257289999397",1,1,0,2,0
"260008","img/object_images/hair_brush02.jpg","1","s","1.61979960004101",1,1,0,2,0
"260008","img/object_images/bottle05.jpg","1","s","1.69298009999329",1,1,0,2,0
"260008","img/object_images/accardion01.jpg","1","k","1.84043769998243",1,1,0,2,0
"260008","img/object_images/flashlight03.jpg","1","s","1.38148270000238",1,1,0,2,0
"260008","img/object_images/perfume02.jpg","0","k","1.28584440000122",1,1,0,2,0
"260008","img/object_images/bird_house02.jpg","1","s","0.836834400019143",1,1,0,2,0
"260008","img/object_images/knife01.jpg","1","s","0.84386349999113",1,1,0,2,0
"260008","img/object_images/shower_head01.jpg","1","s","1.57140250003431",1,1,0,2,0
"260008","img/object_images/boat04.jpg","0","k","1.16134740004782",1,1,0,2,0
"260008","img/object_images/razor01.jpg","1","s","2.43985059997067",1,1,0,2,0
"260008","img/object_images/vase01.jpg","0","s","0.91244819998974",1,1,0,2,0
"260008","img/object_images/pitcher02.jpg","1","k","0.931963999988511",1,1,0,2,0
"260008","img/object_images/fan01.jpg","1","k","1.26683510001749",1,1,0,2,0
"260008","img/object_images/ToolBag01.jpg","0","k","2.09384350001346",1,1,0,2,0
"260008","img/object_images/knife02.jpg","1","k","1.043838600046",1,1,0,2,0
"260008","img/object_images/brief_case02.jpg","0","s","1.15402070002165",1,1,0,2,0
"260008","img/object_images/WoodBox01.jpg","1","k","1.12833820004016",1,1,0,2,0
"260008","img/object_images/book03.jpg","1","k","1.16786789998878",1,1,0,2,0
"260008","img/object_images/clip02.jpg","0","k","7.49289009999484",1,1,0,2,0
"260008","img/object_images/jewel04.jpg","1","s","1.84083429997554",1,1,0,2,0
"260008","img/object_images/matches02.jpg","1","k","1.3060264000087",1,1,0,2,0
"260008","img/object_images/knit05.jpg","1","s","0.798028799996246",1,1,0,2,0
"260008","img/object_images/MetalWire01.jpg","0","s","2.63585859996965",1,1,0,2,0
"260008","img/object_images/cellphone03.jpg","1","s","1.9802909999853",1,1,0,2,0
"260008","img/object_images/glasses03.jpg","1","s","0.86344950000057",1,2,0,2,0
"260008","img/object_images/pen01.jpg","0","k","1.68905610003276",1,2,0,2,0
"260008","img/object_images/lemon_squeezer01.jpg","1","s","0.979415200010408",1,2,0,2,0
"260008","img/object_images/ball02.jpg","0","k","0.743254099972546",1,2,0,2,0
"260008","img/object_images/dice01.jpg","0","s","6.23785640002461",1,2,0,2,0
"260008","img/object_images/tripod01.jpg","1","s","1.86621300003026",1,2,0,2,0
"260008","img/object_images/helmet01.jpg","1","s","0.775463800004218",1,2,0,2,0
"260008","img/object_images/TreeSlice01.jpg","0","k","1.06846859998768",1,2,0,2,0
"260008","img/object_images/tool11.jpg","1","k","0.950409399985801",1,2,0,2,0
"260008","img/object_images/pitcher01.jpg","0","s","1.08939170005033",1,2,0,2,0
"260008","img/object_images/microscope01.jpg","0","s","2.47605679999106",1,2,0,2,0
"260008","img/object_images/wallet02.jpg","1","s","2.36594529997092",1,2,0,2,0
"260008","img/object_images/ear_bud01.jpg","0","s","1.18405420001363",1,2,0,2,0
"260008","img/object_images/hammer03.jpg","1","k","1.18357599998126",1,2,0,2,0
"260008","img/object_images/gauze01.jpg","0","k","3.72765940002864",1,2,0,2,0
"260008","img/object_images/tool07.jpg","1","s","1.07979089999571",1,2,0,2,0
"260008","img/object_images/gift_box02.jpg","0","k","0.847305500006769",1,2,0,2,0
"260008","img/object_images/crutches02.jpg","1","k","1.24094509996939",1,2,0,2,0
"260008","img/object_images/airfryer01.jpg","1","s","1.24413919996005",1,2,0,2,0
"260008","img/object_images/retainer01.jpg","1","s","0.841258100001141",1,2,0,2,0
"260008","img/object_images/bath_tub01.jpg","1","s","2.64999020000687",1,2,0,2,0
"260008","img/object_images/board01.jpg","1","s","2.18038740003249",1,2,0,2,0
"260008","img/object_images/lemon_squeezer02.jpg","1","s","1.62987850001082",1,2,0,2,0
