"participant_id","object","surpAcc","memory_surp_responses","memory_surp_rt","keep_surp_memory_trial_based_on_rt","surp_block_num","exclude_block","number_of_surp_resp_items_used","num_blocks_excluded"
"260046","img/object_images/accardion01.jpg","1","s","3.64670650009066",1,1,0,2,0
"260046","img/object_images/bow_tie03.jpg","1","s","1.32000329997391",1,1,0,2,0
"260046","img/object_images/sink01.jpg","1","k","2.09431049996056",1,1,0,2,0
"260046","img/object_images/knife02.jpg","1","s","1.62541490001604",1,1,0,2,0
"260046","img/object_images/ornament01.jpg","1","s","0.901020299876109",1,1,0,2,0
"260046","img/object_images/dress03.jpg","1","s","0.937463499838486",1,1,0,2,0
"260046","img/object_images/mask01.jpg","0","k","2.85187999997288",1,1,0,2,0
"260046","img/object_images/tv01.jpg","1","s","0.991034000180662",1,1,0,2,0
"260046","img/object_images/video_game02.jpg","1","s","1.3900667000562",1,1,0,2,0
"260046","img/object_images/hair_brush02.jpg","1","s","2.25577510008588",1,1,0,2,0
"260046","img/object_images/guitar02.jpg","1","k","2.11770300008357",1,1,0,2,0
"260046","img/object_images/knit05.jpg","1","k","2.12629689997993",1,1,0,2,0
"260046","img/object_images/microphone03.jpg","1","s","2.14131370000541",1,1,0,2,0
"260046","img/object_images/brief_case02.jpg","1","k","1.81993480003439",1,1,0,2,0
"260046","img/object_images/vase01.jpg","0","k","2.56178219988942",1,1,0,2,0
"260046","img/object_images/bottle05.jpg","1","k","1.36393730016425",1,1,0,2,0
"260046","img/object_images/boat04.jpg","0","s","2.11563119990751",1,1,0,2,0
"260046","img/object_images/key02.jpg","1","k","1.42000219994225",1,1,0,2,0
"260046","img/object_images/Vest02.jpg","1","k","1.38239430007525",1,1,0,2,0
"260046","img/object_images/book03.jpg","1","k","3.31891280016862",1,1,0,2,0
"260046","img/object_images/fan01.jpg","1","k","1.36058600014076",1,1,0,2,0
"260046","img/object_images/ToolBag01.jpg","1","s","1.73196349991485",1,1,0,2,0
"260046","img/object_images/toaster01.jpg","1","k","1.88155240006745",1,1,0,2,0
"260046","img/object_images/flashlight03.jpg","1","k","2.46679600002244",1,1,0,2,0
"260046","img/object_images/clip02.jpg","1","k","1.32144710002467",1,1,0,2,0
"260046","img/object_images/pitcher02.jpg","1","s","0.96589280012995",1,1,0,2,0
"260046","img/object_images/purse04.jpg","1","s","1.5376318001654",1,1,0,2,0
"260046","img/object_images/scarf01.jpg","0","k","2.93132059997879",1,1,0,2,0
"260046","img/object_images/bow_tie01.jpg","0","s","1.81309320009314",1,1,0,2,0
"260046","img/object_images/matches02.jpg","1","s","1.70777360000648",1,1,0,2,0
"260046","img/object_images/broom01.jpg","0","s","1.78440880007111",1,1,0,2,0
"260046","img/object_images/pot01.jpg","1","s","0.8598002998624",1,1,0,2,0
"260046","img/object_images/cellphone03.jpg","0","s","1.3966976001393",1,1,0,2,0
"260046","img/object_images/perfume02.jpg","0","s","2.33911729999818",1,1,0,2,0
"260046","img/object_images/Traffic Sign 01.jpg","0","s","0.723919099895284",1,1,0,2,0
"260046","img/object_images/knife01.jpg","1","k","1.53585199988447",1,1,0,2,0
"260046","img/object_images/razor01.jpg","1","s","1.64259419986047",1,1,0,2,0
"260046","img/object_images/MetalWire01.jpg","1","k","1.25094139995053",1,1,0,2,0
"260046","img/object_images/crown02.jpg","1","s","0.943191600032151",1,1,0,2,0
"260046","img/object_images/Lint_Roller02.jpg","0","k","2.23288249992765",1,1,0,2,0
"260046","img/object_images/Thermometer01.jpg","1","k","1.28131689992733",1,1,0,2,0
"260046","img/object_images/jewel04.jpg","1","k","3.3413436000701",1,1,0,2,0
"260046","img/object_images/pen03.jpg","1","s","1.14924589986913",1,1,0,2,0
"260046","img/object_images/WoodBox01.jpg","0","s","1.78764669992961",1,1,0,2,0
"260046","img/object_images/shower_head01.jpg","1","s","1.09233010001481",1,1,0,2,0
"260046","img/object_images/ruler02.jpg","0","k","1.50908919982612",1,1,0,2,0
"260046","img/object_images/knife04.jpg","0","s","2.00822100020014",1,1,0,2,0
"260046","img/object_images/bird_house02.jpg","0","s","2.30827619996853",1,1,0,2,0
"260046","img/object_images/ironing_table01.jpg","1","s","1.23558539990336",1,2,0,2,0
