whichBlock,middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL,straightObj,imageSize,whichSurpriseBlock,old_object_in_surp,new_object_in_surp,which_side_old_object_displayed,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,task_block_loop.thisRepN,task_block_loop.thisTrialN,task_block_loop.thisN,task_block_loop.thisIndex,task_trial_loop.thisRepN,task_trial_loop.thisTrialN,task_trial_loop.thisN,task_trial_loop.thisIndex,surprise_block_loop.thisRepN,surprise_block_loop.thisTrialN,surprise_block_loop.thisN,surprise_block_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,prac_blockText.started,prac_reminder_text.started,prac_reminder_keyResp.started,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,initFixation_img.started,ISI,bigObject.started,cover_background_2.started,prac_centerImg.started,prac_stim_keyResp.started,prac_centerImg.stopped,cover_background_2.stopped,bigObject.stopped,prac_stim_keyResp.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.rt,accuracy,prac_blockFeed_text.started,prac_pressContinue.started,prac_blockFeed_keyResp.started,prac_blockFeed_keyResp.keys,prac_blockFeed_keyResp.rt,ringBell_text.started,bellKey.started,bellKey.keys,bellKey.rt,task_blockText.started,task_blockReminders_keyResp.started,task_blockReminders_keyResp.keys,task_blockReminders_keyResp.rt,bigObject_2.started,cover_background.started,task_centerImg.started,task_fixImg.started,task1_stim_keyResp.started,task_centerImg.stopped,cover_background.stopped,bigObject_2.stopped,task_fixImg.stopped,task1_stim_keyResp.stopped,task1_stim_keyResp.keys,task1_stim_keyResp.rt,blockFeedCat,task_blockFeed_text.started,task_blockFeed_keyResp.started,task_blockFeed_keyResp.keys,task_blockFeed_keyResp.rt,ringBell_text_2.started,bellKey_2.started,bellKey_2.keys,bellKey_2.rt,errorNumbers_text_2.started,errorNum_text_box.started,errorN_key_resp_2.started,errorNum_text_box.text,errorN_key_resp_2.keys,errorN_key_resp_2.rt,errorNumbers_text_3.started,errorPercent_text_box.started,errorN_key_resp_3.started,errorPercent_text_box.text,errorN_key_resp_3.keys,errorN_key_resp_3.rt,botherRate_text.started,bother_text_box.started,botherRate_key_resp.started,bother_text_box.text,botherRate_key_resp.keys,botherRate_key_resp.rt,ringBell_text_3.started,bellKey_3.started,bellKey_3.keys,bellKey_3.rt,instruct_surprise1.started,instruct_surp1_key_resp.keys,instruct_surp1_key_resp.rt,text_2.started,task_blockText_2.started,task_blockReminders_keyResp_2.started,task_blockReminders_keyResp_2.keys,task_blockReminders_keyResp_2.rt,thisISI3,polygon.started,polygon.stopped,text.started,old_object_image.started,new_object_image.started,instructsurpA1_right.started,instructsurpA2_left.started,surprise_key_resp.started,surprise_key_resp.keys,surprise_key_resp.rt,ringBell_text_4.started,bellKey_4.started,bellKey_4.keys,bellKey_4.rt,finishMessage_text.started,id,date,expName,psychopyVersion,frameRate,
flanker_practice_block.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/object_images/binoculars01.jpg,"[0.035, 0.035]",,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,137.27573069999926,137.27573069999926,137.27573069999926,k,23.45889799995348,160.76999870000873,3.893787575150301,162.98419400001876,162.98419400001876,162.98419400001876,162.98419400001876,163.19134789996315,163.34149689995684,167.03206759993918,167.03206759993918,['s'],[0.7969999000197276],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260024,2024-03-30_11h06.14.545,mfe_c_object,2022.2.4,59.958940126237756,
flanker_practice_block.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/object_images/staple_remover01.jpg,"[0.035, 0.035]",,,,,0,0,0,0,0,1,1,15,,,,,,,,,,,,,,,,,,,,,,,3.9048096192384767,167.03206759993918,167.03206759993918,167.03206759993918,167.03206759993918,167.2453035999788,167.39516630000435,171.1075514999684,171.1075514999684,['k'],[0.852900700061582],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260024,2024-03-30_11h06.14.545,mfe_c_object,2022.2.4,59.958940126237756,
flanker_practice_block.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/object_images/vacuum_cleaner01.jpg,"[0.035, 0.035]",,,,,0,0,0,0,0,2,2,7,,,,,,,,,,,,,,,,,,,,,,,3.8396793587174347,171.1075514999684,171.1075514999684,171.1075514999684,171.1075514999684,171.31606410001405,171.46589310001582,175.10507980000693,175.10507980000693,['s'],[0.6413920999038965],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260024,2024-03-30_11h06.14.545,mfe_c_object,2022.2.4,59.958940126237756,
flanker_practice_block.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/object_images/rock04.jpg,"[0.035, 0.035]",,,,,0,0,0,0,0,3,3,16,,,,,,,,,,,,,,,,,,,,,,,3.627254509018036,175.10507980000693,175.10507980000693,175.10507980000693,175.10507980000693,175.32052009995095,175.47021679999307,178.89251269993838,178.89251269993838,['k'],[0.5401481000008062],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260024,2024-03-30_11h06.14.545,mfe_c_object,2022.2.4,59.958940126237756,
flanker_practice_block.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/object_images/trumpet02.jpg,"[0.035, 0.035]",,,,,0,0,0,0,0,4,4,10,,,,,,,,,,,,,,,,,,,,,,,3.633266533066132,178.89251269993838,178.89251269993838,178.89251269993838,178.89251269993838,179.10718479997013,179.2570216000313,182.6769881999353,182.6769881999353,['s'],[0.6485281999921426],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260024,2024-03-30_11h06.14.545,mfe_c_object,2022.2.4,59.958940126237756,
flanker_practice_block.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/object_images/usb01.jpg,"[0.035, 0.035]",,,,,0,0,0,0,0,5,5,14,,,,,,,,,,,,,,,,,,,,,,,3.651302605210421,182.6769881999353,182.6769881999353,182.6769881999353,182.6769881999353,182.8776196000399,183.02742179995403,186.47900759999175,186.47900759999175,['s'],[0.5201621999731287],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260024,2024-03-30_11h06.14.545,mfe_c_object,2022.2.4,59.958940126237756,
flanker_practice_block.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/object_images/skate_board02.jpg,"[0.035, 0.035]",,,,,0,0,0,0,0,6,6,9,,,,,,,,,,,,,,,,,,,,,,,3.5771543086172346,186.47900759999175,186.47900759999175,186.47900759999175,186.47900759999175,186.6813542000018,186.83123829995748,190.22180960001424,190.22180960001424,['s'],[0.55908969999291],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260024,2024-03-30_11h06.14.545,mfe_c_object,2022.2.4,59.958940126237756,
flanker_practice_block.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/object_images/crane02.jpg,"[0.035, 0.035]",,,,,0,0,0,0,0,7,7,17,,,,,,,,,,,,,,,,,,,,,,,3.633266533066132,190.22180960001424,190.22180960001424,190.22180960001424,190.22180960001424,190.43512159993406,190.58506760001183,193.99625770002604,193.99625770002604,['k'],[0.5032560999970883],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260024,2024-03-30_11h06.14.545,mfe_c_object,2022.2.4,59.958940126237756,
flanker_practice_block.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/object_images/hot_air_balloon01.jpg,"[0.035, 0.035]",,,,,0,0,0,0,0,8,8,12,,,,,,,,,,,,,,,,,,,,,,,3.713426853707415,193.99625770002604,193.99625770002604,193.99625770002604,193.99625770002604,194.20624269999098,194.355461500003,197.84816870000213,197.84816870000213,['k'],[0.5777121999999508],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260024,2024-03-30_11h06.14.545,mfe_c_object,2022.2.4,59.958940126237756,
flanker_practice_block.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/object_images/spoon01.jpg,"[0.035, 0.035]",,,,,0,0,0,0,0,9,9,18,,,,,,,,,,,,,,,,,,,,,,,3.915831663326653,197.84816870000213,197.84816870000213,197.84816870000213,197.84816870000213,198.05935019999743,198.20925519999582,201.93373229994904,201.93373229994904,['s'],[0.4774512000149116],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260024,2024-03-30_11h06.14.545,mfe_c_object,2022.2.4,59.958940126237756,
