whichBlock,middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL,straightObj,imageSize,whichSurpriseBlock,old_object_in_surp,new_object_in_surp,which_side_old_object_displayed,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,task_block_loop.thisRepN,task_block_loop.thisTrialN,task_block_loop.thisN,task_block_loop.thisIndex,task_trial_loop.thisRepN,task_trial_loop.thisTrialN,task_trial_loop.thisN,task_trial_loop.thisIndex,surprise_block_loop.thisRepN,surprise_block_loop.thisTrialN,surprise_block_loop.thisN,surprise_block_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,prac_blockText.started,prac_reminder_text.started,prac_reminder_keyResp.started,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,initFixation_img.started,ISI,bigObject.started,cover_background_2.started,prac_centerImg.started,prac_stim_keyResp.started,prac_centerImg.stopped,cover_background_2.stopped,bigObject.stopped,prac_stim_keyResp.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.rt,accuracy,prac_blockFeed_text.started,prac_pressContinue.started,prac_blockFeed_keyResp.started,prac_blockFeed_keyResp.keys,prac_blockFeed_keyResp.rt,ringBell_text.started,bellKey.started,bellKey.keys,bellKey.rt,task_blockText.started,task_blockReminders_keyResp.started,task_blockReminders_keyResp.keys,task_blockReminders_keyResp.rt,bigObject_2.started,cover_background.started,task_centerImg.started,task_fixImg.started,task1_stim_keyResp.started,task_centerImg.stopped,cover_background.stopped,bigObject_2.stopped,task_fixImg.stopped,task1_stim_keyResp.stopped,task1_stim_keyResp.keys,task1_stim_keyResp.rt,blockFeedCat,task_blockFeed_text.started,task_blockFeed_keyResp.started,task_blockFeed_keyResp.keys,task_blockFeed_keyResp.rt,ringBell_text_2.started,bellKey_2.started,bellKey_2.keys,bellKey_2.rt,errorNumbers_text_2.started,errorNum_text_box.started,errorN_key_resp_2.started,errorNum_text_box.text,errorN_key_resp_2.keys,errorN_key_resp_2.rt,errorNumbers_text_3.started,errorPercent_text_box.started,errorN_key_resp_3.started,errorPercent_text_box.text,errorN_key_resp_3.keys,errorN_key_resp_3.rt,botherRate_text.started,bother_text_box.started,botherRate_key_resp.started,bother_text_box.text,botherRate_key_resp.keys,botherRate_key_resp.rt,ringBell_text_3.started,bellKey_3.started,bellKey_3.keys,bellKey_3.rt,instruct_surprise1.started,instruct_surp1_key_resp.keys,instruct_surp1_key_resp.rt,text_2.started,task_blockText_2.started,task_blockReminders_keyResp_2.started,task_blockReminders_keyResp_2.keys,task_blockReminders_keyResp_2.rt,thisISI3,polygon.started,polygon.stopped,text.started,old_object_image.started,new_object_image.started,instructsurpA1_right.started,instructsurpA2_left.started,surprise_key_resp.started,surprise_key_resp.keys,surprise_key_resp.rt,ringBell_text_4.started,bellKey_4.started,bellKey_4.keys,bellKey_4.rt,finishMessage_text.started,id,date,expName,psychopyVersion,frameRate,
flanker_practice_block.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/object_images/basketball_hoop01.jpg,"[0.035, 0.035]",,,,,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,221.0769340999832,221.0769340999832,221.0769340999832,k,21.02079209999647,242.13547849998577,3.651302605210421,244.3186488999927,244.3186488999927,244.3186488999927,244.3186488999927,244.52580449997913,244.67564269999275,248.1220442999911,248.1220442999911,['k'],[1.2108907999936491],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260012,2024-03-14_17h33.58.145,mfe_c_object,2022.2.4,59.94114977763007,
flanker_practice_block.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/object_images/headset03.jpg,"[0.035, 0.035]",,,,,0,0,0,0,0,1,1,11,,,,,,,,,,,,,,,,,,,,,,,3.6082164328657313,248.1220442999911,248.1220442999911,248.1220442999911,248.1220442999911,248.32958639998105,248.4795207999996,251.88572199997725,251.88572199997725,['s'],[1.119817900005728],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260012,2024-03-14_17h33.58.145,mfe_c_object,2022.2.4,59.94114977763007,
flanker_practice_block.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/object_images/joystick02.jpg,"[0.035, 0.035]",,,,,0,0,0,0,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,3.588176352705411,251.88572199997725,251.88572199997725,251.88572199997725,251.88572199997725,252.09987239999464,252.24998079999932,255.62953189999098,255.62953189999098,['s'],[0.7403533000033349],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260012,2024-03-14_17h33.58.145,mfe_c_object,2022.2.4,59.94114977763007,
flanker_practice_block.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/object_images/handle_bar01.jpg,"[0.035, 0.035]",,,,,0,0,0,0,0,3,3,13,,,,,,,,,,,,,,,,,,,,,,,3.579158316633267,255.62953189999098,255.62953189999098,255.62953189999098,255.62953189999098,255.83707729997695,255.98701119999168,259.36622149997856,259.36622149997856,"['k', 'k']","[0.64436740000383, 3.204434199986281]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260012,2024-03-14_17h33.58.145,mfe_c_object,2022.2.4,59.94114977763007,
flanker_practice_block.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/object_images/skate_board02.jpg,"[0.035, 0.035]",,,,,0,0,0,0,0,4,4,9,,,,,,,,,,,,,,,,,,,,,,,3.7464929859719436,259.36622149997856,259.36622149997856,259.36622149997856,259.36622149997856,259.57421989997965,259.72391589998733,263.27617109997664,263.27617109997664,['s'],[1.740847400011262],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260012,2024-03-14_17h33.58.145,mfe_c_object,2022.2.4,59.94114977763007,
flanker_practice_block.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/object_images/rock04.jpg,"[0.035, 0.035]",,,,,0,0,0,0,0,5,5,16,,,,,,,,,,,,,,,,,,,,,,,3.668336673346693,263.27617109997664,263.27617109997664,263.27617109997664,263.27617109997664,263.47844310000073,263.6281344999734,267.2091268999793,267.2091268999793,['k'],[0.8861691000056453],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260012,2024-03-14_17h33.58.145,mfe_c_object,2022.2.4,59.94114977763007,
flanker_practice_block.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/object_images/hot_air_balloon01.jpg,"[0.035, 0.035]",,,,,0,0,0,0,0,6,6,12,,,,,,,,,,,,,,,,,,,,,,,3.6222444889779557,267.2091268999793,267.2091268999793,267.2091268999793,267.2091268999793,267.4152344999893,267.5654773999995,271.0579872999806,271.0579872999806,['k'],[0.9599007000215352],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260012,2024-03-14_17h33.58.145,mfe_c_object,2022.2.4,59.94114977763007,
flanker_practice_block.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/object_images/crane02.jpg,"[0.035, 0.035]",,,,,0,0,0,0,0,7,7,17,,,,,,,,,,,,,,,,,,,,,,,3.5250501002004007,271.0579872999806,271.0579872999806,271.0579872999806,271.0579872999806,271.26899989999947,271.41899559999,274.7265539999935,274.7265539999935,['k'],[0.8390401000215206],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260012,2024-03-14_17h33.58.145,mfe_c_object,2022.2.4,59.94114977763007,
flanker_practice_block.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/object_images/binoculars01.jpg,"[0.035, 0.035]",,,,,0,0,0,0,0,8,8,1,,,,,,,,,,,,,,,,,,,,,,,3.656312625250501,274.7265539999935,274.7265539999935,274.7265539999935,274.7265539999935,274.93942679997417,275.0894338999933,278.5431722999783,278.5431722999783,['s'],[0.6754395000170916],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260012,2024-03-14_17h33.58.145,mfe_c_object,2022.2.4,59.94114977763007,
flanker_practice_block.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/object_images/accordion02.jpg,"[0.035, 0.035]",,,,,0,0,0,0,0,9,9,0,,,,,,,,,,,,,,,,,,,,,,,3.687374749498998,278.5431722999783,278.5431722999783,278.5431722999783,278.5431722999783,278.74338939998415,278.893319099996,282.3804135999817,282.3804135999817,['k'],[0.9383321999921463],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260012,2024-03-14_17h33.58.145,mfe_c_object,2022.2.4,59.94114977763007,
