"participant_id","face","surpAcc","memory_surp_responses","memory_surp_rt","keep_surp_memory_trial_based_on_rt","surp_block_num","exclude_block","number_of_surp_resp_items_used","num_blocks_excluded"
"250047","img/neutralC/CFD-WM-020-001-N.jpg","0","k","1.68607229995541",1,1,0,2,0
"250047","img/neutralC/CFD-BM-004-002-N.jpg","1","s","0.884636800037697",1,1,0,2,0
"250047","img/neutralC/CFD-WF-244-163-N.jpg","0","k","0.870700000086799",1,1,0,2,0
"250047","img/neutralC/CFD-WM-227-099-N.jpg","1","s","0.74280279991217",1,1,0,2,0
"250047","img/neutralC/CFD-BM-239-136-N.jpg","1","s","1.2860533001367",1,1,0,2,0
"250047","img/neutralC/CFD-MF-305-014-N.jpg","1","k","0.881786199985072",1,1,0,2,0
"250047","img/neutralC/CFD-AF-246-242-N.jpg","0","s","1.02817960013635",1,1,0,2,0
"250047","img/neutralC/CFD-BM-020-001-N.jpg","1","s","1.07012429996394",1,1,0,2,0
"250047","img/neutralC/CFD-WF-030-002-N.jpg","1","s","1.15078190015629",1,1,0,2,0
"250047","img/neutralC/CFD-IM-632-097-N.jpg","1","k","0.837962600169703",1,1,0,2,0
"250047","img/neutralC/CFD-AM-219-101-N.jpg","1","s","0.976899999892339",1,1,0,2,0
"250047","img/neutralC/CFD-AF-253-130-N.jpg","0","s","1.04186189989559",1,1,0,2,0
"250047","img/neutralC/CFD-LF-204-133-N.jpg","0","k","1.16611150000244",1,1,0,2,0
"250047","img/neutralC/CFD-MF-300-002-N.jpg","0","k","1.13362420001067",1,1,0,2,0
"250047","img/neutralC/CFD-MF-307-002-N.jpg","1","s","0.734880599891767",1,1,0,2,0
"250047","img/neutralC/CFD-BM-213-134-N.jpg","1","s","1.73860409995541",1,1,0,2,0
"250047","img/neutralC/CFD-WM-034-030-N.jpg","1","k","1.19729949999601",1,1,0,2,0
"250047","img/neutralC/CFD-MM-304-002-N.jpg","1","s","1.73639340000227",1,1,0,2,0
"250047","img/neutralC/CFD-BM-238-242-N.jpg","0","k","1.0845884999726",1,1,0,2,0
"250047","img/neutralC/CFD-WM-012-001-N.jpg","1","k","1.19108239980415",1,1,0,2,0
"250047","img/neutralC/CFD-WM-033-025-N.jpg","1","k","1.04577990015969",1,1,0,2,0
"250047","img/neutralC/CFD-IM-657-308-N.jpg","1","s","0.640663200058043",1,1,0,2,0
"250047","img/neutralC/CFD-BF-205-141-N.jpg","1","s","0.946237799944356",1,1,0,2,0
"250047","img/neutralC/CFD-WF-001-003-N.jpg","1","k","1.0830804000143",1,1,0,2,0
"250047","img/neutralC/CFD-WM-215-041-N.jpg","0","k","0.830849600024521",1,1,0,2,0
"250047","img/neutralC/CFD-IM-671-601-N.jpg","1","k","0.884992599952966",1,1,0,2,0
"250047","img/neutralC/CFD-IM-617-174-N.jpg","0","k","0.883644499816",1,1,0,2,0
"250047","img/neutralC/CFD-WM-023-001-N.jpg","0","s","1.35744430008344",1,1,0,2,0
"250047","img/neutralC/CFD-WM-212-097-N.jpg","0","s","1.01360700000077",1,1,0,2,0
"250047","img/neutralC/CFD-IM-707-105-N.jpg","1","k","0.945080500096083",1,1,0,2,0
"250047","img/neutralC/CFD-IM-674-281-N.jpg","1","s","0.970024600159377",1,1,0,2,0
"250047","img/neutralC/CFD-WM-004-010-N.jpg","0","k","0.834923899965361",1,1,0,2,0
"250047","img/neutralC/CFD-WF-233-112-N.jpg","1","s","0.729689600178972",1,1,0,2,0
"250047","img/neutralC/CFD-WF-234-086-N.jpg","0","s","0.70705660013482",1,1,0,2,0
"250047","img/neutralC/CFD-LF-225-164-N.jpg","1","s","1.34222210012376",1,1,0,2,0
"250047","img/neutralC/CFD-BM-009-002-N.jpg","0","k","0.864743700018153",1,1,0,2,0
"250047","img/neutralC/CFD-BF-012-001-N.jpg","1","k","1.12097980012186",1,1,0,2,0
"250047","img/neutralC/CFD-IF-660-464-N.jpg","0","s","0.890787799842656",1,1,0,2,0
