"participant_id","current_trial_face","pre_trial_face","post_trial_face","current_trial_accuracy","pre_trial_accuracy","post_trial_accuracy","current_trial_congruency","pre_trial_congruency","post_trial_congruency","current_trial_rt","pre_trial_rt","post_trial_rt","current_trial_responded","pre_trial_responded","post_trial_responded","current_trial_legitResponse","pre_trial_legitResponse","post_trial_legitResponse","current_trial_resp_nums","pre_trial_resp_nums","post_trial_resp_nums"
"250039","img/neutralC/CFD-WM-249-239-N.jpg",NA,"img/neutralC/CFD-WF-240-083-N.jpg","1",NA,"1","1",NA,"0","1.24491610005498",NA,"0.724493599962443","1",NA,"1","1",NA,"1","1",NA,"1"
"250039","img/neutralC/CFD-WF-240-083-N.jpg","img/neutralC/CFD-WM-249-239-N.jpg","img/neutralC/CFD-WM-212-097-N.jpg","1","1","1","0","1","0","0.724493599962443","1.24491610005498","0.74277410004288","1","1","1","1","1","1","1","1","1"
"250039","img/neutralC/CFD-WM-212-097-N.jpg","img/neutralC/CFD-WF-240-083-N.jpg","img/neutralC/CFD-WF-005-010-N.jpg","1","1","1","0","0","0","0.74277410004288","0.724493599962443","0.660840200027451","1","1","1","1","1","1","1","1","1"
"250039","img/neutralC/CFD-WF-005-010-N.jpg","img/neutralC/CFD-WM-212-097-N.jpg","img/neutralC/CFD-AM-247-165-N.jpg","1","1","1","0","0","1","0.660840200027451","0.74277410004288","0.603545000078157","1","1","1","1","1","1","1","1","1"
"250039","img/neutralC/CFD-AM-247-165-N.jpg","img/neutralC/CFD-WF-005-010-N.jpg","img/neutralC/CFD-MF-309-002-N.jpg","1","1","1","1","0","0","0.603545000078157","0.660840200027451","0.624013600172475","1","1","1","1","1","1","1","1","1"
"250039","img/neutralC/CFD-MF-309-002-N.jpg","img/neutralC/CFD-AM-247-165-N.jpg","img/neutralC/CFD-WM-026-001-N.jpg","1","1","1","0","1","1","0.624013600172475","0.603545000078157","0.553420699900016","1","1","1","1","1","1","1","1","1"
"250039","img/neutralC/CFD-WM-026-001-N.jpg","img/neutralC/CFD-MF-309-002-N.jpg","img/neutralC/CFD-LM-243-075-N.jpg","1","1","1","1","0","0","0.553420699900016","0.624013600172475","0.656414999859408","1","1","1","1","1","1","1","1","1"
"250039","img/neutralC/CFD-LM-243-075-N.jpg","img/neutralC/CFD-WM-026-001-N.jpg","img/neutralC/CFD-BF-202-109-N.jpg","1","1","1","0","1","1","0.656414999859408","0.553420699900016","0.63106880011037","1","1","1","1","1","1","1","1","1"
"250039","img/neutralC/CFD-BF-202-109-N.jpg","img/neutralC/CFD-LM-243-075-N.jpg","img/neutralC/CFD-LM-244-068-N.jpg","1","1","1","1","0","1","0.63106880011037","0.656414999859408","0.602536599850282","1","1","1","1","1","1","1","1","1"
"250039","img/neutralC/CFD-LM-244-068-N.jpg","img/neutralC/CFD-BF-202-109-N.jpg","img/neutralC/CFD-LM-214-165-N.jpg","1","1","1","1","1","1","0.602536599850282","0.63106880011037","0.629856999963522","1","1","1","1","1","1","1","1","1"
