"participant_id","face","surpAcc","memory_surp_responses","memory_surp_rt","keep_surp_memory_trial_based_on_rt","surp_block_num","exclude_block","number_of_surp_resp_items_used","num_blocks_excluded"
"250009","img/neutralC/CFD-WF-207-014-N.jpg","0","s","1.8587965000188",1,1,0,2,0
"250009","img/neutralC/CFD-WF-221-005-N.jpg","0","k","1.86043650005013",1,1,0,2,0
"250009","img/neutralC/CFD-WF-002-004-N.jpg","1","k","1.05892350000795",1,1,0,2,0
"250009","img/neutralC/CFD-AM-220-134-N.jpg","1","s","1.53798309992999",1,1,0,2,0
"250009","img/neutralC/CFD-BM-010-003-N.jpg","1","s","1.88360980001744",1,1,0,2,0
"250009","img/neutralC/CFD-BM-027-001-N.jpg","1","k","2.63058700005058",1,1,0,2,0
"250009","img/neutralC/CFD-WF-027-003-N.jpg","0","s","2.24349340004846",1,1,0,2,0
"250009","img/neutralC/CFD-IM-606-008-N.jpg","1","s","1.61692830000538",1,1,0,2,0
"250009","img/neutralC/CFD-BF-014-002-N.jpg","1","k","2.11664640007075",1,1,0,2,0
"250009","img/neutralC/CFD-IF-625-225-N.jpg","0","k","2.52925690007396",1,1,0,2,0
"250009","img/neutralC/CFD-IM-743-006-N.jpg","1","k","2.67745580000337",1,1,0,2,0
"250009","img/neutralC/CFD-WF-245-084-N.jpg","0","s","1.47136630001478",1,1,0,2,0
"250009","img/neutralC/CFD-BF-236-177-N.jpg","1","k","1.45553499995731",1,1,0,2,0
"250009","img/neutralC/CFD-AF-205-155-N.jpg","1","s","1.56274180009495",1,1,0,2,0
"250009","img/neutralC/CFD-MF-340-026-N.jpg","1","k","1.92233800003305",1,1,0,2,0
"250009","img/neutralC/CFD-BF-217-189-N.jpg","1","k","2.24648119998164",1,1,0,2,0
"250009","img/neutralC/CFD-IM-635-010-N.jpg","1","s","1.89815229992382",1,1,0,2,0
"250009","img/neutralC/CFD-WM-021-001-N.jpg","0","k","3.38879380002618",1,1,0,2,0
"250009","img/neutralC/CFD-MF-328-020-N.jpg","1","k","2.26780269993469",1,1,0,2,0
"250009","img/neutralC/CFD-IM-684-008-N.jpg","1","k","1.24731860007159",1,1,0,2,0
"250009","img/neutralC/CFD-MF-336-016-N.jpg","1","s","1.48759580007754",1,1,0,2,0
"250009","img/neutralC/CFD-BF-207-004-N.jpg","1","s","2.76992359990254",1,1,0,2,0
"250009","img/neutralC/CFD-LF-239-148-N.jpg","1","s","5.2597695000004",1,1,0,2,0
"250009","img/neutralC/CFD-WM-221-091-N.jpg","0","k","3.52913809998427",1,1,0,2,0
"250009","img/neutralC/CFD-LM-244-068-N.jpg","1","k","2.2480337000452",1,1,0,2,0
"250009","img/neutralC/CFD-LF-203-066-N.jpg","1","s","5.27125619992148",1,1,0,2,0
"250009","img/neutralC/CFD-AF-233-190-N.jpg","0","k","1.85570479999296",1,1,0,2,0
"250009","img/neutralC/CFD-AF-254-167-N.jpg","0","s","1.3007321000332",1,1,0,2,0
"250009","img/neutralC/CFD-IF-642-295-N.jpg","1","s","1.48347109998576",1,1,0,2,0
"250009","img/neutralC/CFD-BF-237-172-N.jpg","1","k","1.3733827000251",1,1,0,2,0
"250009","img/neutralC/CFD-LF-242-121-N.jpg","0","s","1.60626719996799",1,1,0,2,0
"250009","img/neutralC/CFD-WF-243-148-N.jpg","0","s","1.44308889994863",1,1,0,2,0
"250009","img/neutralC/CFD-WM-225-127-N.jpg","1","s","4.0233392000664",1,1,0,2,0
"250009","img/neutralC/CFD-BF-201-080-N.jpg","0","k","2.73094739997759",1,1,0,2,0
"250009","img/neutralC/CFD-WF-005-010-N.jpg","1","k","2.17659749998711",1,1,0,2,0
"250009","img/neutralC/CFD-AF-240-206-N.jpg","1","s","1.82390320010018",1,1,0,2,0
"250009","img/neutralC/CFD-WF-029-002-N.jpg","1","s","1.94815820001531",1,1,0,2,0
"250009","img/neutralC/CFD-WF-228-196-N.jpg","0","s","1.92246819997672",1,1,0,2,0
"250009","img/neutralC/CFD-WF-224-099-N.jpg","1","k","1.79237749997992",1,1,0,2,0
"250009","img/neutralC/CFD-BF-041-001-N.jpg","1","k","3.04822969995439",1,1,0,2,0
"250009","img/neutralC/CFD-LM-252-076-N.jpg","1","s","2.65497059992049",1,1,0,2,0
"250009","img/neutralC/CFD-AM-236-090-N.jpg","1","s","2.40173789998516",1,1,0,2,0
"250009","img/neutralC/CFD-WM-249-239-N.jpg","1","k","1.8489569000667",1,1,0,2,0
"250009","img/neutralC/CFD-LF-211-003-N.jpg","0","k","2.37255600001663",1,1,0,2,0
"250009","img/neutralC/CFD-AM-221-184-N.jpg","0","k","2.59187559993006",1,1,0,2,0
"250009","img/neutralC/CFD-BF-202-109-N.jpg","1","s","3.77714649995323",1,1,0,2,0
"250009","img/neutralC/CFD-IM-638-250-1-N.jpg","1","s","1.70660079992376",1,1,0,2,0
"250009","img/neutralC/CFD-BM-029-024-N.jpg","0","s","2.68709640007",1,1,0,2,0
"250009","img/neutralC/CFD-LF-208-127-N.jpg","0","s","2.02305920002982",1,2,0,2,0
"250009","img/neutralC/CFD-BF-212-315-N.jpg","1","s","1.21349669992924",1,2,0,2,0
"250009","img/neutralC/CFD-BM-013-002-N.jpg","1","k","1.12208759994246",1,2,0,2,0
"250009","img/neutralC/CFD-BF-039-031-N.jpg","1","s","1.76632890000474",1,2,0,2,0
"250009","img/neutralC/CFD-BF-002-001-N.jpg","0","k","1.68768360000104",1,2,0,2,0
"250009","img/neutralC/CFD-IM-696-001-N.jpg","1","k","1.4404623999726",1,2,0,2,0
"250009","img/neutralC/CFD-IM-675-015-N.jpg","1","s","0.988780200015754",1,2,0,2,0
"250009","img/neutralC/CFD-MF-309-002-N.jpg","0","k","2.46518780000042",1,2,0,2,0
"250009","img/neutralC/CFD-LM-243-075-N.jpg","1","k","2.07988620002288",1,2,0,2,0
"250009","img/neutralC/CFD-LM-238-129-N.jpg","0","s","2.5255926999962",1,2,0,2,0
"250009","img/neutralC/CFD-LM-226-175-N.jpg","0","k","1.27806079993024",1,2,0,2,0
"250009","img/neutralC/CFD-AM-245-111-N.jpg","1","s","1.865524899913",1,2,0,2,0
"250009","img/neutralC/CFD-BF-226-119-N.jpg","1","k","1.81683349993546",1,2,0,2,0
"250009","img/neutralC/CFD-LF-222-147-N.jpg","0","s","1.53627319994848",1,2,0,2,0
"250009","img/neutralC/CFD-WF-235-121-N.jpg","0","s","1.27792439993937",1,2,0,2,0
"250009","img/neutralC/CFD-WM-006-002-N.jpg","0","k","2.04224599990994",1,2,0,2,0
"250009","img/neutralC/CFD-LF-214-090-N.jpg","1","k","1.18861269997433",1,2,0,2,0
"250009","img/neutralC/CFD-AM-235-241-N.jpg","1","s","1.89460300002247",1,2,0,2,0
