"participant_id","face","surpAcc","memory_surp_responses","memory_surp_rt","keep_surp_memory_trial_based_on_rt","surp_block_num","exclude_block","number_of_surp_resp_items_used","num_blocks_excluded"
"250040","img/neutralC/CFD-WF-001-003-N.jpg","1","k","1.93889649980702",1,1,0,2,0
"250040","img/neutralC/CFD-WF-234-086-N.jpg","0","s","3.09078690013848",1,1,0,2,0
"250040","img/neutralC/CFD-AM-233-236-N.jpg","1","k","2.4344645999372",1,1,0,2,0
"250040","img/neutralC/CFD-BM-213-134-N.jpg","0","s","4.33343530003913",1,1,0,2,0
"250040","img/neutralC/CFD-WF-244-163-N.jpg","0","k","1.95455759996548",1,1,0,2,0
"250040","img/neutralC/CFD-IM-674-281-N.jpg","1","s","2.49937039986253",1,1,0,2,0
"250040","img/neutralC/CFD-AF-246-242-N.jpg","1","k","2.80654719984159",1,1,0,2,0
"250040","img/neutralC/CFD-LF-245-166-N.jpg","1","s","2.50012500002049",1,1,0,2,0
"250040","img/neutralC/CFD-WF-030-002-N.jpg","1","k","4.12263350002468",1,1,0,2,0
"250040","img/neutralC/CFD-AF-253-130-N.jpg","1","s","2.91588099999353",1,1,0,2,0
"250040","img/neutralC/CFD-BM-004-002-N.jpg","1","k","1.88936210004613",1,1,0,2,0
"250040","img/neutralC/CFD-WM-023-001-N.jpg","1","s","2.23689360008575",1,1,0,2,0
"250040","img/neutralC/CFD-LM-247-095-N.jpg","1","s","2.19946149992757",1,1,0,2,0
"250040","img/neutralC/CFD-IM-657-308-N.jpg","1","s","1.95593949989416",1,1,0,2,0
"250040","img/neutralC/CFD-IM-617-174-N.jpg","1","s","2.69873339985497",1,1,0,2,0
"250040","img/neutralC/CFD-WM-034-030-N.jpg","0","s","2.0200751000084",1,1,0,2,0
"250040","img/neutralC/CFD-LF-204-133-N.jpg","0","k","2.73650430003181",1,1,0,2,0
"250040","img/neutralC/CFD-WM-004-010-N.jpg","1","s","1.90654899994843",1,1,0,2,0
"250040","img/neutralC/CFD-BM-009-002-N.jpg","1","k","2.80274110008031",1,1,0,2,0
"250040","img/neutralC/CFD-BF-205-141-N.jpg","0","k","5.39131080009975",1,1,0,2,0
"250040","img/neutralC/CFD-WM-227-099-N.jpg","1","s","1.71255559986457",1,1,0,2,0
"250040","img/neutralC/CFD-WM-215-041-N.jpg","0","s","2.03419650020078",1,1,0,2,0
"250040","img/neutralC/CFD-IF-660-464-N.jpg","0","k","1.35771739995107",1,1,0,2,0
"250040","img/neutralC/CFD-AM-219-101-N.jpg","1","s","3.27073289989494",1,1,0,2,0
"250040","img/neutralC/CFD-BM-238-242-N.jpg","1","k","1.58700280007906",1,1,0,2,0
"250040","img/neutralC/CFD-WM-028-003-N.jpg","0","k","2.69066879991442",1,1,0,2,0
"250040","img/neutralC/CFD-IM-707-105-N.jpg","0","k","1.89708919986151",1,1,0,2,0
"250040","img/neutralC/CFD-WM-020-001-N.jpg","0","s","1.7007869000081",1,1,0,2,0
"250040","img/neutralC/CFD-WM-212-097-N.jpg","0","k","5.02478820015676",1,1,0,2,0
"250040","img/neutralC/CFD-IF-744-114-N.jpg","1","s","1.88283829996362",1,1,0,2,0
"250040","img/neutralC/CFD-IM-632-097-N.jpg","1","s","2.25603899988346",1,1,0,2,0
"250040","img/neutralC/CFD-MF-300-002-N.jpg","0","s","2.78386269998737",1,1,0,2,0
"250040","img/neutralC/CFD-MF-305-014-N.jpg","0","k","3.52902070013806",1,1,0,2,0
"250040","img/neutralC/CFD-BM-253-004-N.jpg","1","k","4.82967609982006",1,1,0,2,0
"250040","img/neutralC/CFD-LF-225-164-N.jpg","0","k","3.43268160009757",1,1,0,2,0
"250040","img/neutralC/CFD-IM-671-601-N.jpg","1","s","1.76865059998818",1,1,0,2,0
"250040","img/neutralC/CFD-MM-304-002-N.jpg","0","k","1.49561889981851",1,1,0,2,0
"250040","img/neutralC/CFD-BF-012-001-N.jpg","0","k","2.91834370000288",1,1,0,2,0
"250040","img/neutralC/CFD-WM-012-001-N.jpg","0","s","2.36693370016292",1,1,0,2,0
"250040","img/neutralC/CFD-IM-700-009-N.jpg","1","s","7.75128430011682",1,1,0,2,0
"250040","img/neutralC/CFD-WF-233-112-N.jpg","1","s","1.78744799993001",1,1,0,2,0
"250040","img/neutralC/CFD-BM-020-001-N.jpg","0","k","5.23421829985455",1,1,0,2,0
