"participant_id","current_trial_face","pre_trial_face","post_trial_face","current_trial_accuracy","pre_trial_accuracy","post_trial_accuracy","current_trial_congruency","pre_trial_congruency","post_trial_congruency","current_trial_rt","pre_trial_rt","post_trial_rt","current_trial_responded","pre_trial_responded","post_trial_responded","current_trial_legitResponse","pre_trial_legitResponse","post_trial_legitResponse","current_trial_resp_nums","pre_trial_resp_nums","post_trial_resp_nums"
"250042","img/neutralC/CFD-AM-249-163-N.jpg",NA,"img/neutralC/CFD-IM-697-015-N.jpg","1",NA,"1","1",NA,"1","0.694256399990991",NA,"0.399705499876291","1",NA,"1","1",NA,"1","1",NA,"1"
"250042","img/neutralC/CFD-IM-697-015-N.jpg","img/neutralC/CFD-AM-249-163-N.jpg","img/neutralC/CFD-BM-030-003-N.jpg","1","1","1","1","1","0","0.399705499876291","0.694256399990991","0.404678299790248","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-BM-030-003-N.jpg","img/neutralC/CFD-IM-697-015-N.jpg","img/neutralC/CFD-IM-615-167-N.jpg","1","1","0","0","1","0","0.404678299790248","0.399705499876291","0.309811299666762","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-IM-615-167-N.jpg","img/neutralC/CFD-BM-030-003-N.jpg","img/neutralC/CFD-IM-606-008-N.jpg","0","1","1","0","0","0","0.309811299666762","0.404678299790248","0.693169999867678","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-IM-606-008-N.jpg","img/neutralC/CFD-IM-615-167-N.jpg","img/neutralC/CFD-WF-221-005-N.jpg","1","0","1","0","0","0","0.693169999867678","0.309811299666762","0.67186709982343","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-WF-221-005-N.jpg","img/neutralC/CFD-IM-606-008-N.jpg","img/neutralC/CFD-LM-240-013-N.jpg","1","1","1","0","0","1","0.67186709982343","0.693169999867678","0.54342019977048","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-LM-240-013-N.jpg","img/neutralC/CFD-WF-221-005-N.jpg","img/neutralC/CFD-BF-244-231-N.jpg","1","1","1","1","0","1","0.54342019977048","0.67186709982343","0.506487299920991","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-BF-244-231-N.jpg","img/neutralC/CFD-LM-240-013-N.jpg","img/neutralC/CFD-IM-689-263-N.jpg","1","1","1","1","1","1","0.506487299920991","0.54342019977048","0.654380599968135","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-IM-689-263-N.jpg","img/neutralC/CFD-BF-244-231-N.jpg","img/neutralC/CFD-AM-243-212-N.jpg","1","1","1","1","1","1","0.654380599968135","0.506487299920991","0.517775499960408","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-AM-243-212-N.jpg","img/neutralC/CFD-IM-689-263-N.jpg","img/neutralC/CFD-WM-023-001-N.jpg","1","1","1","1","1","0","0.517775499960408","0.654380599968135","0.774853999726474","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-WM-023-001-N.jpg","img/neutralC/CFD-AM-243-212-N.jpg","img/neutralC/CFD-WF-241-210-N.jpg","1","1","1","0","1","0","0.774853999726474","0.517775499960408","0.699409599881619","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-WF-241-210-N.jpg","img/neutralC/CFD-WM-023-001-N.jpg","img/neutralC/CFD-AF-237-223-N.jpg","1","1","1","0","0","0","0.699409599881619","0.774853999726474","0.662478599697351","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-AF-237-223-N.jpg","img/neutralC/CFD-WF-241-210-N.jpg","img/neutralC/CFD-LF-238-154-N.jpg","1","1","1","0","0","1","0.662478599697351","0.699409599881619","1.0504483000841","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-LF-238-154-N.jpg","img/neutralC/CFD-AF-237-223-N.jpg","img/neutralC/CFD-IF-676-017-N.jpg","1","1","1","1","0","1","1.0504483000841","0.662478599697351","0.662185599794611","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-IF-676-017-N.jpg","img/neutralC/CFD-LF-238-154-N.jpg","img/neutralC/CFD-BM-020-001-N.jpg","1","1","1","1","1","0","0.662185599794611","1.0504483000841","0.869136599823833","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-BM-020-001-N.jpg","img/neutralC/CFD-IF-676-017-N.jpg","img/neutralC/CFD-WF-009-001-N.jpg","1","1","1","0","1","1","0.869136599823833","0.662185599794611","0.744644999969751","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-WF-009-001-N.jpg","img/neutralC/CFD-BM-020-001-N.jpg","img/neutralC/CFD-WF-207-014-N.jpg","1","1","1","1","0","1","0.744644999969751","0.869136599823833","0.556451999815181","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-WF-207-014-N.jpg","img/neutralC/CFD-WF-009-001-N.jpg","img/neutralC/CFD-WM-028-003-N.jpg","1","1","1","1","1","1","0.556451999815181","0.744644999969751","0.50415419973433","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-WM-028-003-N.jpg","img/neutralC/CFD-WF-207-014-N.jpg","img/neutralC/CFD-MM-306-010-N.jpg","1","1","1","1","1","0","0.50415419973433","0.556451999815181","0.563076199963689","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-MM-306-010-N.jpg","img/neutralC/CFD-WM-028-003-N.jpg","img/neutralC/CFD-WM-025-002-N.jpg","1","1","1","0","1","0","0.563076199963689","0.50415419973433","0.58324239985086","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-WM-025-002-N.jpg","img/neutralC/CFD-MM-306-010-N.jpg","img/neutralC/CFD-BM-043-071-N.jpg","1","1","1","0","0","0","0.58324239985086","0.563076199963689","0.630894199945033","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-BM-043-071-N.jpg","img/neutralC/CFD-WM-025-002-N.jpg","img/neutralC/CFD-LF-212-066-N.jpg","1","1","1","0","0","1","0.630894199945033","0.58324239985086","0.580035699764267","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-LF-212-066-N.jpg","img/neutralC/CFD-BM-043-071-N.jpg","img/neutralC/CFD-BM-021-021-N.jpg","1","1","1","1","0","1","0.580035699764267","0.630894199945033","0.612357199890539","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-BM-021-021-N.jpg","img/neutralC/CFD-LF-212-066-N.jpg","img/neutralC/CFD-BM-227-191-N.jpg","1","1","1","1","1","1","0.612357199890539","0.580035699764267","0.546115499688312","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-BM-227-191-N.jpg","img/neutralC/CFD-BM-021-021-N.jpg","img/neutralC/CFD-WF-243-148-N.jpg","1","1","1","1","1","0","0.546115499688312","0.612357199890539","0.616522199939936","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-WF-243-148-N.jpg","img/neutralC/CFD-BM-227-191-N.jpg","img/neutralC/CFD-MF-328-020-N.jpg","1","1","1","0","1","0","0.616522199939936","0.546115499688312","0.490460899891332","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-MF-328-020-N.jpg","img/neutralC/CFD-WF-243-148-N.jpg","img/neutralC/CFD-BF-012-001-N.jpg","1","1","1","0","0","0","0.490460899891332","0.616522199939936","0.669914499856532","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-BF-012-001-N.jpg","img/neutralC/CFD-MF-328-020-N.jpg","img/neutralC/CFD-AM-219-101-N.jpg","1","1","1","0","0","0","0.669914499856532","0.490460899891332","0.736912199761719","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-AM-219-101-N.jpg","img/neutralC/CFD-BF-012-001-N.jpg","img/neutralC/CFD-AM-205-153-N.jpg","1","1","1","0","0","1","0.736912199761719","0.669914499856532","0.519565899856389","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-AM-205-153-N.jpg","img/neutralC/CFD-AM-219-101-N.jpg","img/neutralC/CFD-BM-009-002-N.jpg","1","1","1","1","0","1","0.519565899856389","0.736912199761719","1.309097699821","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-BM-009-002-N.jpg","img/neutralC/CFD-AM-205-153-N.jpg","img/neutralC/CFD-LF-222-147-N.jpg","1","1","1","1","1","0","1.309097699821","0.519565899856389","0.584488499909639","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-LF-222-147-N.jpg","img/neutralC/CFD-BM-009-002-N.jpg",NA,"1","1",NA,"0","1",NA,"0.584488499909639","1.309097699821",NA,"1","1",NA,"1","1",NA,"1","1",NA
"250042","img/neutralC/CFD-BM-013-002-N.jpg",NA,"img/neutralC/CFD-BM-010-003-N.jpg","1",NA,"1","1",NA,"0","0.625246199779212",NA,"0.683513599913567","1",NA,"1","1",NA,"1","1",NA,"1"
"250042","img/neutralC/CFD-BM-010-003-N.jpg","img/neutralC/CFD-BM-013-002-N.jpg","img/neutralC/CFD-IM-738-191-N.jpg","1","1","1","0","1","0","0.683513599913567","0.625246199779212","0.453875799896196","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-IM-738-191-N.jpg","img/neutralC/CFD-BM-010-003-N.jpg","img/neutralC/CFD-BM-028-002-N.jpg","1","1","1","0","0","1","0.453875799896196","0.683513599913567","0.42023149994202","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-BM-028-002-N.jpg","img/neutralC/CFD-IM-738-191-N.jpg","img/neutralC/CFD-BF-222-240-N.jpg","1","1","1","1","0","0","0.42023149994202","0.453875799896196","0.396310499869287","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-BF-222-240-N.jpg","img/neutralC/CFD-BM-028-002-N.jpg","img/neutralC/CFD-LM-247-095-N.jpg","1","1","1","0","1","0","0.396310499869287","0.42023149994202","0.508589099859819","1","1","1","1","1","1","1","1","1"
"250042","img/neutralC/CFD-LM-247-095-N.jpg","img/neutralC/CFD-BF-222-240-N.jpg","img/neutralC/CFD-IF-744-114-N.jpg","1","1","1","0","0","0","0.508589099859819","0.396310499869287","0.490452399943024","1","1","1","1","1","1","1","1","1"
