"participant_id","face","surpAcc","memory_surp_responses","memory_surp_rt","keep_surp_memory_trial_based_on_rt","surp_block_num","exclude_block","number_of_surp_resp_items_used","num_blocks_excluded"
"250051","img/neutralC/CFD-WF-234-086-N.jpg","0","k","1.96049759999732",1,1,0,2,0
"250051","img/neutralC/CFD-WM-028-003-N.jpg","0","k","1.29972159999306",1,1,0,2,0
"250051","img/neutralC/CFD-WM-012-001-N.jpg","1","s","1.9596642999968",1,1,0,2,0
"250051","img/neutralC/CFD-WF-244-163-N.jpg","1","s","1.29678389999026",1,1,0,2,0
"250051","img/neutralC/CFD-BF-205-141-N.jpg","1","s","1.14157759999216",1,1,0,2,0
"250051","img/neutralC/CFD-AM-219-101-N.jpg","1","s","1.32001989998389",1,1,0,2,0
"250051","img/neutralC/CFD-WF-233-112-N.jpg","0","k","1.11635820000083",1,1,0,2,0
"250051","img/neutralC/CFD-MF-300-002-N.jpg","0","s","1.22465839999495",1,1,0,2,0
"250051","img/neutralC/CFD-IM-617-174-N.jpg","1","k","0.588495200005127",1,1,0,2,0
"250051","img/neutralC/CFD-MM-304-002-N.jpg","0","k","1.49502310001117",1,1,0,2,0
"250051","img/neutralC/CFD-BM-238-242-N.jpg","0","s","1.11025729999528",1,1,0,2,0
"250051","img/neutralC/CFD-LF-245-166-N.jpg","0","s","0.871533199999249",1,1,0,2,0
"250051","img/neutralC/CFD-WM-004-010-N.jpg","0","k","1.83227110000735",1,1,0,2,0
"250051","img/neutralC/CFD-WM-020-001-N.jpg","1","k","0.944874599998002",1,1,0,2,0
"250051","img/neutralC/CFD-AF-246-242-N.jpg","1","s","1.13826019999397",1,1,0,2,0
"250051","img/neutralC/CFD-BM-227-191-N.jpg","1","s","1.33762370000477",1,1,0,2,0
"250051","img/neutralC/CFD-WM-033-025-N.jpg","1","k","0.938679500002763",1,1,0,2,0
"250051","img/neutralC/CFD-IM-632-097-N.jpg","1","s","1.30527589998383",1,1,0,2,0
"250051","img/neutralC/CFD-WM-227-099-N.jpg","1","s","1.18539669999154",1,1,0,2,0
"250051","img/neutralC/CFD-WM-212-097-N.jpg","1","k","0.859789499998442",1,1,0,2,0
"250051","img/neutralC/CFD-BM-213-134-N.jpg","1","k","1.78072179999435",1,1,0,2,0
"250051","img/neutralC/CFD-WM-023-001-N.jpg","1","s","2.07338119999622",1,1,0,2,0
"250051","img/neutralC/CFD-AM-233-236-N.jpg","0","k","0.959622499998659",1,1,0,2,0
"250051","img/neutralC/CFD-MF-305-014-N.jpg","1","k","1.14509789999283",1,1,0,2,0
"250051","img/neutralC/CFD-IM-674-281-N.jpg","0","k","1.88900250000006",1,1,0,2,0
"250051","img/neutralC/CFD-MF-307-002-N.jpg","0","k","1.70994190000056",1,1,0,2,0
"250051","img/neutralC/CFD-AF-253-130-N.jpg","1","s","1.51878410000063",1,1,0,2,0
"250051","img/neutralC/CFD-WM-034-030-N.jpg","0","s","1.00705759999983",1,1,0,2,0
"250051","img/neutralC/CFD-IM-700-009-N.jpg","1","k","1.71182340000814",1,1,0,2,0
"250051","img/neutralC/CFD-LM-247-095-N.jpg","1","s","1.27939629998582",1,1,0,2,0
"250051","img/neutralC/CFD-BM-004-002-N.jpg","0","k","1.8704590999987",1,1,0,2,0
"250051","img/neutralC/CFD-IM-671-601-N.jpg","0","k","1.57190910000645",1,1,0,2,0
"250051","img/neutralC/CFD-BM-009-002-N.jpg","1","s","1.39855619998707",1,1,0,2,0
"250051","img/neutralC/CFD-IM-707-105-N.jpg","0","k","1.02794110000832",1,1,0,2,0
"250051","img/neutralC/CFD-IF-744-114-N.jpg","1","s","1.08316399999603",1,1,0,2,0
"250051","img/neutralC/CFD-WF-213-031-N.jpg","1","k","1.78700130000652",1,1,0,2,0
"250051","img/neutralC/CFD-IM-657-308-N.jpg","0","k","0.85783249999804",1,1,0,2,0
"250051","img/neutralC/CFD-LF-225-164-N.jpg","0","s","1.1959354999999",1,1,0,2,0
"250051","img/neutralC/CFD-WF-001-003-N.jpg","1","s","1.01071689999662",1,1,0,2,0
"250051","img/neutralC/CFD-WF-250-167-N.jpg","1","k","1.17005939999945",1,1,0,2,0
"250051","img/neutralC/CFD-BF-012-001-N.jpg","0","s","1.16651019999699",1,1,0,2,0
"250051","img/neutralC/CFD-BM-253-004-N.jpg","1","k","2.22439679999661",1,1,0,2,0
"250051","img/neutralC/CFD-WM-215-041-N.jpg","0","k","1.81189369999629",1,1,0,2,0
"250051","img/neutralC/CFD-IF-660-464-N.jpg","1","k","1.34790339999017",1,1,0,2,0
"250051","img/neutralC/CFD-BM-020-001-N.jpg","1","s","2.83851410000352",1,1,0,2,0
"250051","img/neutralC/CFD-BM-239-136-N.jpg","1","k","1.00167650000367",1,1,0,2,0
"250051","img/neutralC/CFD-WF-030-002-N.jpg","0","s","1.21863359998679",1,1,0,2,0
"250051","img/neutralC/CFD-LF-204-133-N.jpg","1","k","2.65075519999664",1,1,0,2,0
"250051","img/neutralC/CFD-BM-023-029-N.jpg","1","k","1.02811259998998",1,2,0,2,0
"250051","img/neutralC/CFD-WM-242-011-N.jpg","0","k","1.16944900000817",1,2,0,2,0
"250051","img/neutralC/CFD-WM-009-002-N.jpg","0","s","1.40949390000605",1,2,0,2,0
"250051","img/neutralC/CFD-IM-669-111-N.jpg","1","k","0.678298200000427",1,2,0,2,0
"250051","img/neutralC/CFD-BF-043-003-N.jpg","1","s","0.929758300000685",1,2,0,2,0
"250051","img/neutralC/CFD-BM-217-082-N.jpg","1","k","1.11267049999151",1,2,0,2,0
"250051","img/neutralC/CFD-IF-634-382-N.jpg","1","s","1.40821559999313",1,2,0,2,0
"250051","img/neutralC/CFD-IM-627-178-N.jpg","1","s","1.13596279999183",1,2,0,2,0
"250051","img/neutralC/CFD-IF-693-172-N.jpg","1","s","1.03527069999836",1,2,0,2,0
"250051","img/neutralC/CFD-IF-665-015-N.jpg","0","k","1.00917129998561",1,2,0,2,0
"250051","img/neutralC/CFD-IM-664-651-N.jpg","1","s","1.00394909999159",1,2,0,2,0
"250051","img/neutralC/CFD-MF-321-003-N.jpg","1","s","1.5609095999971",1,2,0,2,0
"250051","img/neutralC/CFD-BM-026-002-N.jpg","1","s","0.993527200000244",1,2,0,2,0
