"participant_id","current_trial_face","pre_trial_face","post_trial_face","current_trial_accuracy","pre_trial_accuracy","post_trial_accuracy","current_trial_congruency","pre_trial_congruency","post_trial_congruency","current_trial_rt","pre_trial_rt","post_trial_rt","current_trial_responded","pre_trial_responded","post_trial_responded","current_trial_legitResponse","pre_trial_legitResponse","post_trial_legitResponse","current_trial_resp_nums","pre_trial_resp_nums","post_trial_resp_nums"
"250064","img/neutralC/CFD-BF-027-002-N.jpg",NA,"img/neutralC/CFD-IF-729-393-N.jpg","1",NA,"0","1",NA,"0","0.76777569996193",NA,"0.895927499979734","1",NA,"1","1",NA,"1","1",NA,"1"
"250064","img/neutralC/CFD-IF-729-393-N.jpg","img/neutralC/CFD-BF-027-002-N.jpg","img/neutralC/CFD-WM-014-002-N.jpg","0","1","0","0","1","0","0.895927499979734","0.76777569996193","0.999495800002478","1","1","1","1","1","1","1","1","1"
"250064","img/neutralC/CFD-WM-014-002-N.jpg","img/neutralC/CFD-IF-729-393-N.jpg","img/neutralC/CFD-WF-208-068-N.jpg","0","0","1","0","0","1","0.999495800002478","0.895927499979734","0.651399199967273","1","1","1","1","1","1","1","1","1"
"250064","img/neutralC/CFD-WF-208-068-N.jpg","img/neutralC/CFD-WM-014-002-N.jpg","img/neutralC/CFD-BM-036-003-N.jpg","1","0","1","1","0","1","0.651399199967273","0.999495800002478","0.534343600040302","1","1","1","1","1","1","1","1","1"
"250064","img/neutralC/CFD-BM-036-003-N.jpg","img/neutralC/CFD-WF-208-068-N.jpg","img/neutralC/CFD-BF-044-034-N.jpg","1","1","1","1","1","0","0.534343600040302","0.651399199967273","0.545993499923497","1","1","1","1","1","1","1","1","1"
"250064","img/neutralC/CFD-BF-044-034-N.jpg","img/neutralC/CFD-BM-036-003-N.jpg","img/neutralC/CFD-WM-034-030-N.jpg","1","1","1","0","1","1","0.545993499923497","0.534343600040302","0.532832600059919","1","1","1","1","1","1","1","1","1"
"250064","img/neutralC/CFD-WM-034-030-N.jpg","img/neutralC/CFD-BF-044-034-N.jpg","img/neutralC/CFD-IM-696-001-N.jpg","1","1","1","1","0","0","0.532832600059919","0.545993499923497","0.542441099998541","1","1","1","1","1","1","1","1","1"
"250064","img/neutralC/CFD-IM-696-001-N.jpg","img/neutralC/CFD-WM-034-030-N.jpg","img/neutralC/CFD-BF-006-017-N.jpg","1","1","1","0","1","0","0.542441099998541","0.532832600059919","0.64351429999806","1","1","1","1","1","1","1","1","1"
"250064","img/neutralC/CFD-BF-006-017-N.jpg","img/neutralC/CFD-IM-696-001-N.jpg","img/neutralC/CFD-BF-214-308-N.jpg","1","1","1","0","0","1","0.64351429999806","0.542441099998541","0.579146299976856","1","1","1","1","1","1","1","1","1"
"250064","img/neutralC/CFD-BF-214-308-N.jpg","img/neutralC/CFD-BF-006-017-N.jpg","img/neutralC/CFD-BM-238-242-N.jpg","1","1","1","1","0","0","0.579146299976856","0.64351429999806","0.502749999985099","1","1","1","1","1","1","1","1","1"
"250064","img/neutralC/CFD-BM-238-242-N.jpg","img/neutralC/CFD-BF-214-308-N.jpg","img/neutralC/CFD-IM-726-248-N.jpg","1","1","1","0","1","0","0.502749999985099","0.579146299976856","0.556165200076066","1","1","1","1","1","1","1","1","1"
"250064","img/neutralC/CFD-IM-726-248-N.jpg","img/neutralC/CFD-BM-238-242-N.jpg","img/neutralC/CFD-BF-247-179-N.jpg","1","1","1","0","0","0","0.556165200076066","0.502749999985099","0.588617199915461","1","1","1","1","1","1","1","1","1"
"250064","img/neutralC/CFD-BF-247-179-N.jpg","img/neutralC/CFD-IM-726-248-N.jpg","img/neutralC/CFD-WF-233-112-N.jpg","1","1","1","0","0","1","0.588617199915461","0.556165200076066","0.488353500026278","1","1","1","1","1","1","1","1","1"
"250064","img/neutralC/CFD-WF-233-112-N.jpg","img/neutralC/CFD-BF-247-179-N.jpg","img/neutralC/CFD-BM-241-235-N.jpg","1","1","1","1","0","0","0.488353500026278","0.588617199915461","0.507164499955252","1","1","1","1","1","1","1","1","1"
"250064","img/neutralC/CFD-BM-241-235-N.jpg","img/neutralC/CFD-WF-233-112-N.jpg","img/neutralC/CFD-IF-742-103-N.jpg","1","1","1","0","1","1","0.507164499955252","0.488353500026278","0.570435600006022","1","1","1","1","1","1","1","1","1"
"250064","img/neutralC/CFD-IF-742-103-N.jpg","img/neutralC/CFD-BM-241-235-N.jpg","img/neutralC/CFD-BF-207-004-N.jpg","1","1","1","1","0","1","0.570435600006022","0.507164499955252","0.519543300033547","1","1","1","1","1","1","1","1","1"
"250064","img/neutralC/CFD-BF-207-004-N.jpg","img/neutralC/CFD-IF-742-103-N.jpg","img/neutralC/CFD-BF-002-001-N.jpg","1","1","1","1","1","0","0.519543300033547","0.570435600006022","0.567157599958591","1","1","1","1","1","1","1","1","1"
"250064","img/neutralC/CFD-BF-002-001-N.jpg","img/neutralC/CFD-BF-207-004-N.jpg","img/neutralC/CFD-MF-301-024-N.jpg","1","1","1","0","1","0","0.567157599958591","0.519543300033547","0.531718999962322","1","1","1","1","1","1","1","1","1"
"250064","img/neutralC/CFD-MF-301-024-N.jpg","img/neutralC/CFD-BF-002-001-N.jpg","img/neutralC/CFD-IF-677-452-1-N.jpg","1","1","1","0","0","1","0.531718999962322","0.567157599958591","0.520862200064585","1","1","1","1","1","1","1","1","1"
