"participant_id","face","surpAcc","memory_surp_responses","memory_surp_rt","keep_surp_memory_trial_based_on_rt","surp_block_num","exclude_block","number_of_surp_resp_items_used","num_blocks_excluded"
"250043","img/neutralC/CFD-WF-234-086-N.jpg","1","s","0.934445600258186",1,1,0,2,0
"250043","img/neutralC/CFD-AF-253-130-N.jpg","0","s","1.07724989997223",1,1,0,2,0
"250043","img/neutralC/CFD-BM-238-242-N.jpg","1","s","1.70530030014925",1,1,0,2,0
"250043","img/neutralC/CFD-AF-246-242-N.jpg","0","k","0.969073200132698",1,1,0,2,0
"250043","img/neutralC/CFD-IM-632-097-N.jpg","1","s","0.952737499959767",1,1,0,2,0
"250043","img/neutralC/CFD-WF-030-002-N.jpg","1","k","1.32078890013508",1,1,0,2,0
"250043","img/neutralC/CFD-IM-671-601-N.jpg","0","s","1.07637270027772",1,1,0,2,0
"250043","img/neutralC/CFD-BM-009-002-N.jpg","1","k","1.4157300000079",1,1,0,2,0
"250043","img/neutralC/CFD-MF-300-002-N.jpg","0","k","1.12186939991079",1,1,0,2,0
"250043","img/neutralC/CFD-IM-617-174-N.jpg","1","k","0.956077800132334",1,1,0,2,0
"250043","img/neutralC/CFD-MM-304-002-N.jpg","0","k","1.18301230017096",1,1,0,2,0
"250043","img/neutralC/CFD-MF-305-014-N.jpg","0","k","1.45886300015263",1,1,0,2,0
"250043","img/neutralC/CFD-LF-225-164-N.jpg","1","k","1.09730660007335",1,1,0,2,0
"250043","img/neutralC/CFD-WF-213-031-N.jpg","1","k","3.33451800001785",1,1,0,2,0
"250043","img/neutralC/CFD-IF-660-464-N.jpg","1","s","2.04342570016161",1,1,0,2,0
"250043","img/neutralC/CFD-LF-204-133-N.jpg","0","k","1.32311420002952",1,1,0,2,0
"250043","img/neutralC/CFD-AM-233-236-N.jpg","1","s","1.93884070008062",1,1,0,2,0
"250043","img/neutralC/CFD-WF-001-003-N.jpg","1","s","0.987842800095677",1,1,0,2,0
"250043","img/neutralC/CFD-BM-213-134-N.jpg","1","k","2.0527329002507",1,1,0,2,0
"250043","img/neutralC/CFD-WM-023-001-N.jpg","1","s","1.2339360001497",1,1,0,2,0
"250043","img/neutralC/CFD-WM-012-001-N.jpg","1","k","1.0368437001016",1,1,0,2,0
"250043","img/neutralC/CFD-WF-233-112-N.jpg","1","k","1.10491810017265",1,1,0,2,0
"250043","img/neutralC/CFD-WM-215-041-N.jpg","0","k","0.93178110010922",1,1,0,2,0
"250043","img/neutralC/CFD-WM-020-001-N.jpg","1","s","2.22780760005116",1,1,0,2,0
"250043","img/neutralC/CFD-IM-657-308-N.jpg","1","s","0.939742099959403",1,1,0,2,0
"250043","img/neutralC/CFD-WF-244-163-N.jpg","1","k","0.955221300246194",1,1,0,2,0
"250043","img/neutralC/CFD-WM-033-025-N.jpg","1","s","1.11942960019223",1,1,0,2,0
"250043","img/neutralC/CFD-MF-307-002-N.jpg","0","k","2.19422000017948",1,1,0,2,0
"250043","img/neutralC/CFD-BM-227-191-N.jpg","0","s","1.01054570009001",1,1,0,2,0
"250043","img/neutralC/CFD-IF-744-114-N.jpg","1","k","1.52030600025319",1,1,0,2,0
"250043","img/neutralC/CFD-LF-245-166-N.jpg","0","s","1.09135750005953",1,1,0,2,0
"250043","img/neutralC/CFD-BM-253-004-N.jpg","1","s","0.800840199925005",1,1,0,2,0
"250043","img/neutralC/CFD-AM-219-101-N.jpg","0","s","0.8421714999713",1,1,0,2,0
"250043","img/neutralC/CFD-IM-674-281-N.jpg","0","k","0.988054100191221",1,1,0,2,0
"250043","img/neutralC/CFD-IM-700-009-N.jpg","1","s","0.851901200134307",1,1,0,2,0
"250043","img/neutralC/CFD-WM-004-010-N.jpg","0","s","1.18779670004733",1,1,0,2,0
"250043","img/neutralC/CFD-WM-028-003-N.jpg","0","s","1.12619150010869",1,1,0,2,0
"250043","img/neutralC/CFD-WM-212-097-N.jpg","0","k","0.819513500202447",1,1,0,2,0
"250043","img/neutralC/CFD-BM-004-002-N.jpg","0","s","0.780137800145894",1,1,0,2,0
"250043","img/neutralC/CFD-WM-034-030-N.jpg","0","k","1.16231720009819",1,1,0,2,0
"250043","img/neutralC/CFD-WF-250-167-N.jpg","1","s","0.923624299932271",1,1,0,2,0
